annotation_id,brand,industry,role,text,label,notes
55,Shein,fashion,greenwashing,"Since 2022, SHEIN has been a signatory of World Circular Textiles Day, together with a global coalition of brands, suppliers, and other organisations united in the common goal of achieving full circularity within the fashion and textile industry by 2050. We are therefore working together with all stakeholders across our value chain, from suppliers and employees to our valued customers, to explore strategies that aim to transform our operational practices and those of our supply chain partners into a truly circular ecosystem. In particular, we recognise the challenges associated with the end-of-life management phase, given the nascent used textiles collection and recycling ecosystems across many markets globally. Collective efforts are needed from stakeholders across the ecosystem such as brands, manufacturers, waste managers, recyclers, and policymakers, to scale the collection infrastructure and technology solutions so that we can improve resource recovery and cost efficiencies. SHEIN strives to play our part in such efforts to advance end-oflife textiles management at an ecosystem level.",1,"World Circular Textiles Day signatory — symbolic, no outcome"
56,Shein,fashion,greenwashing,"Transition to Renewable Energy Source 100% of the electricity used in operations directly managed by SHEIN from renewable sources by 2030. To do so, we will increase on-site electricity production through on-site solar photovoltaic installations at SHEIN-operated offices, warehouses, and other facilities, and the purchase of high-integrity Energy Attribute Certificates (EACs). Where we procure EACs, we ensure that renewable energy from the EACs obtained is generated in the same market boundary as the consuming facility. Our priority actions aim to reduce: (1) direct emissions within own operations, i.e. from SHEIN-operated offices and warehouses , and emissions from our electricity purchases and (2) indirect emissions across our entire value chain beyond our own operations, which depend on our collaboration with our suppliers and other value chain partners.",1,100% renewable electricity target by 2030 — no current progress given
57,Shein,fashion,greenwashing,Product Manufacturing Goal On-demand: Avoid overproduction through small batch on-demand business model. Drive positive change in fashion and beyond by rapidly testing and scaling sustainable innovations and impact. - Innovation: Adopt and scale innovation in garment production to reduce waste. Goal Optimise efficiency to conserve resources; leverage technology and creativity to minimise waste. Industry Engagement & Design Collaboration For A Circular Future Customer Engagement - A signatory of World Circular Textiles Day.,1,On-demand model framed as sustainability — no verification
58,Shein,fashion,greenwashing,"We also continue to promote the use of digital thermal transfer printing, a zero-water-waste printing method verified by Bureau Veritas, for the production of printed fabrics. In total, these two water-less innovations were used for the production of around 51% of SHEIN’s directly sourced printed fabrics in 2024, which corresponds to over 550,000 cubic metres of water saved. Looking forward, we are also expanding our areas of textile research to maximise efficiencies and minimise impact as much as possible. For example, this includes improving dyeing, printing, and textile finishing processes, which traditionally consume significant amounts of water, chemicals, and energy. Planning with Precision In addition to minimising waste from excess unsold inventory, we also seek to support our suppliers in minimising the amount of excess fabric or deadstock left over from production.",2,"51% printed fabrics using waterless methods — specific, Bureau Veritas verified"
59,Shein,fashion,greenwashing,"Battery solutions have also been optimised for both performance and safety. SHEIN plans to deploy more than 130 of these new EVs for warehousing and logistics operations within China in 2025. This is estimated to be able to achieve an annual reduction of nearly 10,000 metric tons of CO₂e and cost savings of 20% to 30%, compared to traditional diesel trucks. We look forward to continuing to work with more partners to explore how to best leverage cutting-edge technologies, such as hydrogen-powered heavy-duty trucks or autonomous vehicles, to support the transition to a greener logistics network.",2,"130 EVs, 10,000t CO2e estimated reduction — specific but estimated not verified"
60,Kering,fashion,greenwashing,"Additional information on Customers relations In 2024, the percentage of customers using Kering’s brands online services was 19%. Additional information on remuneration To illustrate how sustainability is embedded into the employees’ remuneration scheme: all Bottega Veneta’s teams, including Regions, were asked to identify some Sustainability Targets, related to their daily activities or volunteering activities, to be achieved by the end of the year. For the fifth year, 10% of the employee bonus is tied to the achievement of these targets. Additional information on Trade Associations Kering disclosed the trade associations which it is a member of, or engages with, through which the Group has an indirect engagement on policy, law or regulation that may impact the environment as stated in its CDP 2024 answer, as specified below: 16 In line with Kering’s collaborative approach, the Group seeks to ensure that the most material sustainability topics identified are addressed by the industry associations and structures in which it plays an active role.",2,Remuneration sustainability link — partial substance
61,Kering,fashion,greenwashing,"Step 1 - Assess: After an initial sector-level materiality screening, Kering collected detailed data on: (i) the impacts (or pressures) of our value chains (including both ""Upstream"" value chain activities, from raw material production to primary processing, but also activities relating to processing materials into finished products and delivering them to the end user, under our ""Direct Operations"" scope), and contextualize with (ii) data on the state of nature related to those pressures (e.g., “water scarcity” information for a “water use” pressure -- conveying existing risks, as well as highlighting the severity of pressures exerted), and (iii) on the state of biodiversity more generally in the locations where these pressures are exerted. 2. Step 2 - Interpret & Prioritize: The Group interpreted and prioritized the data identified in Step 1 to set priority locations for target-setting. Step 3 - Measure, Set & Disclose: Kering set robust, mostly location-specific science-based targets, informed by the results of Steps 1 & 2. Please note that Step 3 target-setting guidance is available for Freshwater and Land for the moment.",0,Materiality assessment methodology — out of scope
62,Kering,fashion,greenwashing,"Kering limits the number of trade associations of which it is a member. By being a member of these associations, Kering aims to ensure that it is fully informed about changes in legislation and regulations (through Afep, Medef, Confidustria, etc.) and to keep up with the main issues in the Luxury industry (Comité Colbert, Altagamma, Walpole, etc.). Kering’s contribution to those associations is intended to encourage the sustainable growth of the Luxury industry and is aligned with the Group’s sustainability approach. Should the Group notice a misalignment between the position of an association, organization or coalition of which it is a member and Kering’s Sustainability Strategy, that takes into account the goals of the Paris Agreement, Code of Ethics or compliance procedures, the Group would: (i).",0,"Trade association membership rationale — governance, out of scope"
63,Kering,fashion,greenwashing,"Additional information on Kering’s double materiality assessment In 2024, Kering conducted a double materiality assessment as part of the requirements of the European Corporate Sustainability Reporting Directive (CSRD). As detailed in its 2024 Universal Registration Document, chapter 4 section 1.2, Kering assessed, for all sustainability topic, and following a rigorous methodology reviewed and validated by external independent third-parties, how it may be affected financially by external risks and opportunities (“financial materiality”) but also, how it positively and negatively impacts the environment, stakeholders and society in the short, medium and long term (“impact materiality”). To assess the Group’s impact on external stakeholders, it assessed, for every sustainability-related positive or negative impact, the severity (scope, scale, irremediable character of negative impacts) and the probability of occurrence. Every impact is scored on a scale from 0 to 20, 20 being the highest impact on external stakeholders. Based on this evaluation, Kering identifies 2 main topics for which its impacts (positive or negative) are the higher: Climate mitigation, with an impact score of 18/20 and water, with an impact score of 17/20.",0,CSRD double materiality process description — out of scope
64,Kering,fashion,greenwashing,"The Group’s adaptation policy is based on three pillars: (i) protecting its most strategic assets from the risk of damage and destruction, (ii) securing its supply chains for raw materials and energy and (iii) ensuring the resilience of its critical operations (particularly its production sites, warehouses, stores and logistics hubs). The Group’s policy on climate change adaptation is based on its analysis of climate physical risks and covers Kering and its Houses, and especially the most strategic sites (production sites, warehouses, offices, stores operated by Kering or its Houses) that are owned or managed by Kering (including leased sites), as well as new operations. Due to the impacts of climate change, Kering faces physical and transition risks, whose financial and operational impacts depend on the climate scenario considered for the Group (two IPCC scenarios: RCP 2.6 and RCP 8.5 and several time horizons: 2030, 2040 and 2050). In particular, in the accelerated transition scenario (RCP 2.6), Kering would be more severely affected by the risks relating to transition, while in the no mitigation scenario (RCP 8.5), it would be more severely affected by the physical risks. The risks to which Kering is exposed are covered by the mitigation and adaptation measures described in the 2024 Universal Registration Document, chapter 4, section 2.1.",0,"Climate adaptation policy pillars — governance, out of scope"
65,Kering,fashion,greenwashing,"Consequently, manufacturing disruptions caused by the unavailability or decreased quality of raw materials, due to climate change and its impact on biodiversity and on the destruction of land and ecosystems or by intensive livestock farming, could increasingly threaten the production of high-quality luxury products. With global supply chains, Kering is particularly attentive to and impacted by the preservation and healthy functioning of natural ecosystems, especially those that are specific to its activities. Kering’s activities rely on nature and its resources, making their protection of paramount importance for maintaining the Group’s sustainable growth. Like other fashion companies, Kering’s core business is inextricably linked to well-functioning, healthy ecosystems. Any degradation of these ecosystems has a direct impact on the Group's global supply chains, which include – among other commodities –cashmere in Mongolia or wool in New Zealand.",2,"Supply chain climate risk described — risk disclosure, not a claim"
66,Kering,fashion,greenwashing,"Our Environmental Profit & Loss allows to estimate how Kering and the raw materials used affect nature and, through the Land Use pillar, the provision of ecosystem services and biodiversity. It’s used to prioritize commodities & sourcing regions to reduce negative impacts. 3.3. Additional information on Kering’s double materiality assessment In 2024, Kering conducted a double materiality assessment as part of the requirements of the European Corporate Sustainability Reporting Directive (CSRD). As detailed in its 2024 Universal Registration Document, chapter 4 section 1.2, Kering assessed, for all sustainability topic, and following a rigorous methodology reviewed and validated by external independent third-parties, how it may be affected financially by external risks and opportunities (“financial materiality”) but also, how it positively and negatively impacts the environment, stakeholders and society in the short, medium and long term (“impact materiality”).",2,EP&L tool for biodiversity prioritisation — methodology substance
67,Kering,fashion,greenwashing,"Aside some 60 energy audits completed between 2022 and 2024 as part of the compliance with European Energy Efficiency Directive (EED), Kering decided to include some of its largest production sites into two programs designed for the supply chain, namely Clean by Design (CbD) and Carbon Target Setting (CTS) – see 2024 Universal Registration document, chapter 4, section 2. Both programs start with an energy and water audit. Within CbD, the factory undergoes an energy audit and implements then the most convenient interventions in the short term, mostly with energy management improvements and small investments. Within CTS, the factory drafts a medium-term plan aimed at including more significant investments to reduce energy use and consumption. As part of CbD program, between 2013 and 2023, training sessions were provided on the main measures to reduce their environmental impact (metering, insulation of networks, clean cooling water and wastewater recovery and reuse, heat recovery from hot wastewater and flue gases streams, insulation, steam and hot water networks and management, de-steaming, compressed air).",2,60 energy audits and Clean by Design programme — specific
68,Kering,fashion,greenwashing,"To ensure suppliers’ compliance with Kering’s MRSL requirements (which are aligned with the ZDHC MRSL v3.1), on-site assessments are carried out by independent accredited auditing body such as: - On-sites visits carried-out by ZDHC accredited auditing body on chemical management to verify suppliers’ compliance with sustainable chemical management requirements posed by the Group. In 2024, 30 audits on high and medium chemical risk suppliers were performed. - On-site test to verify industrial wastewater performances on limits of several parameters as pH, heavy metals and chemicals listed in the Kering’s MRSL by a ZDHC accredited laboratory. In 2024, 12 strategic tanneries were offered to have wastewater tests performed on-site. - Chemical Inventory Checks are remotely performed audits on suppliers’ chemical inventory compliance with Kering’s MRSL.",2,ZDHC on-site audits by independent accredited body — third-party verification
69,Kering,fashion,greenwashing,"Through these initiatives, Kering raises employee awareness of waste-related issues and fosters more sustainable, low-waste habits in the workplace. Additional information on water Kering is committed to use the natural resources conscientiously throughout its value chain. The Groups works to improve its water management, protect water sources, reduce water consumption and maintain water quality within its own premises and collaborates with relevant actors across its supply chain. In 2024, water withdrawals for the Group’s tanning activities were highest in comparison with other sites, representing 29% of total water withdrawals and less than 0.4% of the number of sites. Water discharges also represent a significant impact for the tanneries owned by the Group, in comparison with the other sites.",1,Workplace recycling habits — vague internal claim
70,Kering,fashion,greenwashing,"Additional information on LEED certifications, energy, water and waste management Kering measures the energy consumption of all of its sites. Energy audits are performed on a regular basis on the most significant sites. > _1 The construction of the EP&L utilizes databases that encompass a degree of variability inherent in the concept of assessing environmental impacts through LCA methods (Life Cycle Analysis: full LCAs: 85%, other external recognized tools: 15%) as well as economic modeling tools._ 4 Aside some 60 energy audits completed between 2022 and 2024 as part of the compliance with European Energy Efficiency Directive (EED), Kering decided to include some of its largest production sites into two programs designed for the supply chain, namely Clean by Design (CbD) and Carbon Target Setting (CTS) – see 2024 Universal Registration document, chapter 4, section 2. Both programs start with an energy and water audit.",2,"Energy audits on significant sites — some substance, no outcomes"
71,Kering,fashion,greenwashing,"The supplier shared proof of the corrective measures implemented in the form of documents and photographic reports. - a supplier was not compliant regarding social security legislation, overtime and rest days. To remediate the situation, the supplier progressively increased the coverage of employees enrolled in social security schemes up to reaching 100%; reduced the overtime hours as per legal requirements by implementing time-stamps with check-in/out stamp and overtime hours count. In addition to its social audit system, Kering has developed several tools to support its suppliers in meeting ESG requirements set forth in its code of Ethics & Suppliers’ Charter, its Sustainability Principles (both part of the contractual framework) and in the Kering Standards for sustainable production. These notably include, although not limited to: - information on company's supplier sustainability program, process, and requirements, notably via the Vendor Portal (please refer to the 2024 URD section 4.2 for detailed description), trainings, e- learning and documentation available on the Kering Standards, as well as through dedicated communication campaigns on the whistleblowing system (see section 4.1.2).",2,Specific supplier non-compliance cases resolved — concrete outcome data
72,Kering,fashion,greenwashing,"ZDHC is a multi-stakeholder organization comprising over 320 signatories from across the industry including brands, suppliers, solution providers and chemical suppliers. The Roadmap to Zero Programme, by ZDHC, leads the fashion industry to eliminate harmful chemicals from its global supply chain by building the foundation for more sustainable manufacturing to protect workers, consumers and the planet’s ecosystems, relying on the MRSL (Manufacturing Restricted Substances List) . Within this initiative, Kering actively collaborates with the Competence centers part of ZDHC; these departments are rooted in scientific research, best practices, new innovations and feedback from the community. The ZDHC Competence centers organize collective focus groups with the aim to investigate new chemicals that can be used as substitutes for hazardous substances, tools and programs to support the global chemical management’s progression. Additionally, Kering started cooperating with peers, chemical labs and Consortium Physis (benefit corporation and an innovative start-up, born from the vision and ambition of multiple entities, strongly committed to sustainability and technological innovation) to draft a new MRSL – the Manufacturing Restricted Substances List – for Metal Hardware suppliers currently not in scope with the ZDHC MRSL - which provides guidance to suppliers and product manufacturers, addressing hazardous substances that are potentially used and discharged into the environment during manufacturing and related processes, and not just the substances that could be present in finished products (PRSL).",0,ZDHC organisation description — out of scope
73,Kering,fashion,greenwashing,"Kering’s contribution to those associations is intended to encourage the sustainable growth of the Luxury industry and is aligned with the Group’s sustainability approach. Should the Group notice a misalignment between the position of an association, organization or coalition of which it is a member and Kering’s Sustainability Strategy, that takes into account the goals of the Paris Agreement, Code of Ethics or compliance procedures, the Group would: (i). engage with the body concerned to ensure realignment swiftly and within a clear timeline; (ii) leave the body concerned if this engagement, after an escalation process, proves unsuccessful. So far, this scenario has not occurred.",0,"Trade association alignment rationale — governance, out of scope"
74,Kering,fashion,greenwashing,"The protocol requires an on-site audit to assess the advancement of the company on chemical management practices. The Advancement level of the 4S CHEM Protocol allows to complete the ZDHC Level 2 of the ZDHC Supplier to Zero programme. 41 Kering suppliers followed the 4S CHEM in 2024. Finally, as part of Kering strategy to reduce risks associated with leather sourcing, multiple audits are carried out throughout the year. The primary aim of this due diligence is to assess, on-site, the implementation of animal welfare practices and alignment with Kering’s animal welfare standards.",2,41 suppliers in 4S CHEM Protocol — specific figure
75,Kering,fashion,greenwashing,"In addition, various internal training and awareness-raising workshops are organized internally: 5 - The Material Innovation Lab (MIL) has a dedicated workstream dedicated to increase the use of recycled content materials in luxury applications as well as textile-to-textile technologies for closeloop projects leading to the long-term reduction of textile waste. This workstream notably includes delivering specific trainings roadmap for internal multi-brand Research & Development, Merchandise and Sustainability teams, but also for external suppliers. These trainings focus, among other, on different recycling technologies (mechanical and chemical), different feedstock and their resulting outputs, related yarn and fabric construction, as well as the challenges and opportunities in recycling for luxury applications. - In order to improve the internal knowledge and lifelong learning on recycling and waste usage, an internal open tool has been created and is continuously updated (named “Circulopedia”).",2,MIL recycled content workstream — some substance
76,Kering,fashion,greenwashing,"Full traceability and verification by independent certifiers are strongly encouraged throughout the supply chain. Kering regularly conducts assessments to prioritize origins and characteristics (eg. certifications) of its Houses’ choices of raw materials. Report on progress of third-party verified sustainable raw materials is inscribed annually in the ep&l. As per Kering standards, these specific criteria form the basis for Kering’s prioritization of leather sourcing countries and materials: - Risk of conversion of sensitive ecosystems; - Ecological sustainability of farming practices; - Labor conditions (including risks of forced or child labor); - Animal welfare regulations and practices; - Traceability systems; For other materials, such as precious skins, cashmere and wool Kering sets out: - Preferred sourcing countries and operations based on sustainability risks; - Recommended third-party certifications that verify environmental, social, and animal welfare criteria; - Requirements to avoid sourcing from high-risk regions, particularly concerning ecosystem degradation, labor issues, and traceability gaps.",2,"Third-party certification encouraged, assessments conducted — partially substantiated"
77,Kering,fashion,greenwashing,"Additional information on Environmental Policy & Management systems Kering has not paid any fines nor penalties related to environmental or ecological issues in the past 7 fiscal years. Additional information on climate The Group is setting up prioritization and action plans in its own operations as well as in its supply chain to achieve its targets, building on programs and initiatives already implemented throughout the years. As regards the Group’s own operations (GHG Protocol Scopes 1 and 2), Kering is building on the following actions (please refer to the 2024 URD section 2.1): - Optimizing energy efficiency of sites (Kering Standards for stores, environmental certifications for buildings such as LEED, HQE or BREEAM, LED lightning allowing for energy savings of up to 90%); - Energy supply strategy (on-site production of renewable energy, purchases of electricity from renewable sources wherever possible, shared power purchase agreements). Since 2022, Kering achieved the RE100 target of sourcing 100% of its electricity from renewable sources, in countries where it was possible, in accordance with the directives of the RE100 initiative. The Group is also focusing its efforts on three main types of action that are most significant for Kering, accounting for 75% of scope 3 emissions: - Sourcing of raw materials (optimizing production volumes and inventory levels, sourcing raw materials that are certified, recycled, from regenerative agriculture or innovative); - Support for suppliers through dedicated programs such as Clean by Design or Carbon Target Setting; - Increased use of renewable energies in supply chains and promote energy efficiency at production sites and optimize processes; - Transportation: optimize transport itineraries and minimize journeys shift toward increasing the use of sea freight, use of electric vehicle for last-mile logistics.",2,No environmental fines in 7 years — specific verifiable claim
78,Kering,fashion,greenwashing,"These trainings focus, among other, on different recycling technologies (mechanical and chemical), different feedstock and their resulting outputs, related yarn and fabric construction, as well as the challenges and opportunities in recycling for luxury applications. - In order to improve the internal knowledge and lifelong learning on recycling and waste usage, an internal open tool has been created and is continuously updated (named “Circulopedia”). - Kering organizes hands-on workshops to promote waste reduction through creative reuse. These include Kintsugi sessions to repair and repurpose broken ceramics, and ceramic mug painting workshops to discourage the use of disposable cups. Employees also participate in embroidery and sewing workshops aimed at extending the life of clothing through repair and customization.",2,Recycling technology training described — process substance
79,Kering,fashion,greenwashing,Additional information on biodiversity 1.6. Additional information on raw materials 1.7. Additional information on hazardous substances 1.8. Additional information on packaging 2. SOCIAL DIMENSION 2.1.,0,Report section index — out of scope
80,Lululemon,fashion,greenwashing,"This work considers input from industry associations, employees, NGOs, and academic communities, among others. It is also informed by our recent materiality assessment refresh, which included research, stakeholder engagement, and topic refinement and prioritization. Through this process, we further defined how topics relate to lululemon's business model, activities, and value chain. See more in our GRI Table. Our Impact Agenda is embedded into our company strategy and operations.",0,Materiality assessment process description — out of scope
81,Lululemon,fashion,greenwashing,"As with all growth companies, it is a challenge to decrease absolute emissions across Scope 3 while executing business growth. For that reason, lululemon set an SBTi-validated Scope 3 intensity target using the SBTi’s GEVA (GHG emission per unit of value-added) methodology, which is aligned to a pathway well below 2°C. We measure emissions intensity as tCO2e per $ million of gross profit. In 2024, we realized a 29 percent reduction in Scope 3 emissions intensity (from a 2018 baseline). Continued efforts to achieve this reduction included preferred material conversion and supplier carbon-reduction activities.",2,SBTi-validated Scope 3 intensity target using GEVA — third-party validated
82,Lululemon,fashion,greenwashing,"See the 2024 Impact Data & Indices Supplement for more information on Higg FEM reporting. Increasing the use of renewable electricity in our supply chain is a key component of our roadmap toward our Scope 3 sciencebased target. We are working to achieve 25 percent renewable electricity among core Tier 1 and Tier 2 suppliers[63 ] by the end of > 62 As stated on the SBTi website, the Net-Zero Standard is a framework for corporate net-zero target setting in line with climate science. Our target boundary includes land-related emissions and removals from bioenergy feedstocks. > 63 Core suppliers are Tier 1 and Tier 2 suppliers representing over 75% of our production volume.",2,25% renewable electricity target for supply chain — specific target with methodology
83,Lululemon,fashion,greenwashing,"Therefore, climate data is reported on a calendar year and does not currently align with lululemon fiscal year dates. 2024 climate data reflects the calendar year ending December 31, 2024. > 48 Figures in the 2024 GHG emissions inventory table are rounded to the nearest thousand. Accordingly, the ""% of total emissions"" aggregate values may not precisely total 100% due to rounding adjustments. For non-rounded figures, see the 2024 Impact Data & Indices Supplement.",0,Climate data reporting methodology note — out of scope
84,Lululemon,fashion,greenwashing,"These pillars shape our decisions, direct our impact priorities, and ensure our actions remain aligned with where we can add the greatest value. Guided by these pillars, Impact Agenda 2030 focuses our efforts on six impact areas: wellbeing for employees, supply chain workers, and communities; and climate action, circular innovation, and nature. Taken together, these efforts reaffirm our commitment to creating impact that is focused, measurable, and relevant. This includes updated goals that build on our progress to date, as well as a framework to address emerging priorities. We acknowledge and are grateful for the continued trust of our stakeholders, who hold us accountable and reinforce our responsibility to continue advancing this work.",1,Impact Agenda 2030 pillars described — framework without outcomes
85,Lululemon,fashion,greenwashing,"(In progress) - 10 million people reached through the lululemon Centre for Social Impact by 2025 - $75M invested by 2025 Cumulative lululemon Centre for Social Impact investments Cumulative people reached through the lululemon Centre for Social Impact Since 2021, we have made a cumulative investment of $71 million. Of this, $45.5 million has been contributed directly to social impact organizations; the remaining $25.5 million primarily consists of contributions toward a donor-advised fund for future grant making. In 2024, the lululemon Centre for Social Impact provided funding to more than 160 social impact organizations. Of these, 51 percent were grants for new partnerships and 49 percent were grants supporting existing partnerships. See more on the following page.",2,"$75M invested, cumulative figure — specific financial commitment"
86,Lululemon,fashion,greenwashing,"A VPPA is key to enabling the project’s development and construction, and adds new renewables to the grid, displacing fossil fuels. lululemon's VPPA is with a wind farm in Texas. EACs are produced alongside the clean energy and lululemon retires the EACs on an annual basis. Wellbeing: In the context of this report, we define wellbeing as a lifetime practice of three interconnected elements—physical, social, and mental wellbeing. ""Employee wellbeing"" refers to people feeling respected and valued, with the tools and resources to help them grow, thrive, and express their full potential.",2,"VPPA with Texas wind farm — specific instrument, adds renewables to grid"
87,Lululemon,fashion,greenwashing,"COTTON Target - Source 100% preferred cotton by 2025. (Updated for IA2030; see subsequent narrative) % preferred cotton Baseline year Baseline 2024 results Target Target year 2020 36% 78% 100% 2025 Our preferred cotton portfolio continued to grow in 2024, reaching 78 percent (up from 46 percent in 2023). Due to shifts in our product strategy, we will not meet this target by 2025, and expect to reach 100 percent preferred cotton by 2026. We are working to further adopt preferred cotton platforms in our portfolio, including initiatives that provide greater traceability. As members of the U.S. Cotton Trust Protocol, we have begun the process of accounting for and tracing United States cotton volumes within our supply chain.",2,78% preferred cotton in 2024 vs 36% baseline — specific progress data
88,Lululemon,fashion,greenwashing,"Data from these supplier facilities was used for our chemistry goal. Priority Wet Process Suppliers: A subset of suppliers that produced approximately 80 percent of our production value in 2021 and included supplier facilities with production in a water-scarce region. ""Wet processing"" is defined as any waterintense process such as dyeing and finishing of materials. Recyclability: We align with the Ellen MacArthur Foundation's definition of recyclabillity as the ease with which a product or material can be recycled in practice and at scale. Reforestation of Degraded Land: We align with Conservation International’s approach to restoration through repairing ecosystems that sequester carbon and support wildlife as well as human wellbeing.",2,Priority wet process supplier chemistry goal — methodology described
89,Lululemon,fashion,greenwashing,"- Installation of effluent treatment systems: 12 priority wet process supplier facilities installed reverse osmosis systems for effluent treatment, which also helped increase recycled water content. - Enhanced water management practices: Examples include increased detection and remediation of leakages and expanded capacity for wastewater treatment. In 2024 and 2025, we worked with WWF, an international conservation organization, to assess water and biodiversity risks in regions where our Tier 1 and Tier 2 supplier facilities are located. The assessment used the WWF's Water Risk Filter and Biodiversity Risk Filter, along with local data sets, to help identify risks (e.g., water usage or quality) in key manufacturing regions. We plan to use the findings, alongside our sourcing strategy and existing resources, to inform a water-focused approach and programs.",2,12 facilities installed reverse osmosis — specific count with outcome
90,Lululemon,fashion,greenwashing,"Our Like New trade-in program offers guests the opportunity to trade in certain types of gently used gear in exchange for merchandise credit. We then sell these products—which are verified, qualitychecked, and cleaned—through our online resale shop. (Some items may be recycled or resold through other channels if the criteria of our resale shop are not met.) By purchasing lululemon Like New over brand new, guests are supporting a circular ecosystem where existing products are kept in use. One hundred percent of Like New profits (or 2 percent of Like New revenue, whichever is higher) support sustainability initiatives.",2,Like New trade-in program — concrete circular model with verification
91,Lululemon,fashion,greenwashing,"Industry engagement is an essential component of this work. We strive to find scalable, long-term solutions, while taking incremental steps to contribute to shifting the industry away from conventional virgin materials. These efforts include working with preferred materials providers, developing tools and processes to evaluate our environmental impact, and co-sponsoring industry research. Preferred Materials: We consider materials to be preferred when their production processes have the potential to minimize impacts on areas like climate, nature, or communities, compared to the conventional equivalents, and/or when they align with independent third-party certifications, schemes, or standards. Where applicable, we use the Textile Exchange 2023 definition of preferred materials to guide the continued development of our framework for evaluating materials.",1,Preferred materials framing — vague industry shift language
92,Lululemon,fashion,greenwashing,"SUPPLIER ENGAGEMENT Our Vendor Environmental Manual contains guidelines for our suppliers on energy efficiency, coal phase-out, renewable energy, water efficiency, wastewater, and chemistry. Our supplier engagement efforts focus on supporting and accelerating decarbonization actions among suppliers by communicating requirements; funding or co-funding feasibility studies, training, and technical assistance; and engaging directly with supplier facilities to incentivize and support progress and investments. We collect supplier energy use and energy source data through the Higg Facility Environmental Module (Higg FEM). See the 2024 Impact Data & Indices Supplement for more information on Higg FEM reporting. Increasing the use of renewable electricity in our supply chain is a key component of our roadmap toward our Scope 3 sciencebased target.",2,Vendor Environmental Manual with specific topics — process substance
93,Lululemon,fashion,greenwashing,"It starts with collaboration: listening to and co-creating the vision of local communities, assessing the environmental, social, and economic context of the land and making decisions together."" Renewable Energy and Renewable Electricity: ""Renewable energy"" refers to all forms of unlimited, naturally replenished resources such as the sun, tides, and wind, as opposed to non-renewable fossil fuels such as coal and natural gas. ""Renewable electricity"" is generated from renewable energy sources, both at the facility level (e.g., on-site rooftop solar arrays) and at the utility scale (e.g., largescale solar or wind farms). Renewable Nylon or Stretch: In this context, refers to materials made wholly or partially from renewable sources, defined by Textile Exchange as: ""Having the ability to renew on a frequent basis. In respect of raw materials, this relates to plants that have a natural ability to be renewed frequently within a set period of time.""",0,Renewable energy definition note — out of scope
94,Lululemon,fashion,greenwashing,"We intend to provide periodic updates on our progress and will make updates to forwardlooking statements where required by law. For additional information about risk factors, please refer to our most recent reports filed with the U.S. Securities and Exchange Commission, including our Form 10-Q and Form 10-K. Forward-looking statements are not guarantees of future performance, and actual results and the timing of events could differ materially from those anticipated due to risks and uncertainties, which include, without limitation: our ability to maintain the value and reputation of our brand; changes in consumer preferences and shifts in distribution channels; product acceptance; competition and pricing dynamics; demand forecasting; expansion and new-market risks; supply chain and sourcing disruptions; supplier compliance; logistics and distribution performance; labor and input cost inflation; information security and privacy risks; technology and e- commerce execution; climate change and related regulatory responses; increased scrutiny from investors and regulators regarding environmental, social, and governance or sustainability matters; macroeconomic and geopolitical conditions and global and regional health events; trade policy, tariffs, customs duties and assessments, import or export restrictions, changes to de minimis import regimes or their enforcement, and tax and other regulatory changes; foreign currency exchange fluctuations; intellectual property protection; and litigation risk; as well as risks specific to the goals, targets, and commitments in this report, including the availability, quality, and reliability of internal and third-party data and certifications; changes in greenhouse gas accounting and reporting methodologies; our ability to implement plans at the scale, timing, and effect contemplated; the possibility that underlying assumptions are not realized; evolving stakeholder expectations; actions by guests, suppliers, 34 LULULEMON IMPACT REPORT 2024 APPENDIX The Artist Contact SOPHIE DOUALA The artwork in this report was designed by Sophie Douala. She is a creative director and visual artist who specializes in storytelling and creative campaigns.",0,Forward-looking statements disclaimer — out of scope
95,Lululemon,fashion,greenwashing,"See more in What s Next. What We’re Doing CIRCULAR DESIGN Integrating circular design principles is an important step in working to create products that last longer and are easier to resell, repair, and recycle. In 2024, we worked with circular.fashion to begin developing circular design guidelines tailored to lululemon products and fabrics, including guidance on preferred material use, designing for recyclability, and designing for extended use. To support this work, we offer circular design training and workshops to employees on our product and supply chain teams. We continue to test and learn how to integrate circular design principles into our product design and development practices.",2,circular.fashion partnership for circular design guidelines — specific
96,Lululemon,fashion,greenwashing,"The majority of this supplier-reported data is verified by third parties accredited through the Higg FEM Verification Program. 65 According to ZEMBA, these fuels are produced with lower-carbon sources of energy and sustainable waste sources of carbon that reduce shipping emissions by around 90% at least on a life-cycle basis upon deployment. LULULEMON IMPACT REPORT 2024 BE PLANET RENEWABLE ELECTRICITY In 2024, we used 100 percent renewable electricity in our own operations, 98 percent of which was in line with RE100 standards. Approximately 65 percent of the renewable electricity we procured in North America came from a wind VPPA. Additionally, we have solar panels on one of our Canadian DCs.",2,Higg FEM third-party verification mentioned — third-party substance
97,Lululemon,fashion,greenwashing,"See more in Circularity and New Guest Models. 21 Going forward, as part of Impact Agenda 2030, we will no longer report on this as an official goal, as we are integrating it into an updated Impact Agenda 2030 goal focused on extending the use of products. See more in Circularity and New Guest Models and Impact Agenda 2030. - 22 Water data is reported on a calendar-year basis. A large portion of our water data is provided by suppliers through a third-party system based on the calendar year.",0,Goal restructuring note — out of scope
