annotation_id,brand,industry,role,text,label,notes
22,Zara,fashion,greenwashing,"The proceeds from recycled Oporto), in partnership with Asociación Palafolls complex. paper bags and envelopes is invested in VilacomVida. Tempe Inditex inaugurated The environmental projects. Outlet Stores in Alicante, a refurbished Logistics expansion plan for&from store concept managed by APSA, The new Zaragoza II distribution centre the proceeds of which will be used to finance commenced operations this year. Like the rest that organisation's projects in the province of of our centres, integrates sustainability Alicante. standards and has cutting-edge technology, with the focus on the productivity and wellbeing of the teams working there. This opening is part of our 2024-2025 Logistics expansion plan, aimed at strengthening Inditex's capabilities to tackle future global growth opportunities in the medium and long term. Education for development and inclusion Our belief in the transformative power of education is evidenced by the creation of new initiatives to follow on from those developed in previous years, such as the new UB-Inditex Chair for the Occupational Integration on Intellectual Disabilities and Inclusive Employment and the scholarship programme with the Asian University for Women in Bangladesh, aimed at supporting academic training for female textile factory workers in Bangladesh. Inditex Group Annual Report 2025 / Consolidated Statement of Non-Financial Information and Sustainability Information 99 General Information [ESRS 2] BP.",2,Mixed: logistics expansion + 'sustainability standards' — vague.
23,Zara,fashion,greenwashing,"DEFRA (Department for Environment, Food & Rural Affairs) emission factors are used. Category 13: Downstream leased assets (emissions from Inditex-owned MITECO (Ministerio para la Not applicable. assets leased to third parties). Transición Ecológica y el Reto Emissions from downstream leased assets are calculated based on Demográfico), 2024. energy consumption and its corresponding emission factors. Category 14: Franchises (emissions from franchisees during the operation IEA (2025), Emission Factors. Not applicable. of franchises). Emissions from franchised stores are estimated based on the DEFRA (Department for consumption of own stores. Environment Food & Rural Affairs), 2025. Category 15: Investments.",0,
24,Zara,fashion,greenwashing,"generation in 2023 in our /100% lower-impact central offices, polyester and linen. headquarters and 2030 distribution centres. /Circularity services such /Reduce our emissions by 53% as Zara Pre-Owned in key /40% of our own global (at our value chain and own markets. electricity consumption operations) compared to will come from self/Use of at least 90% consumption and other 2018(1). alternative fuels in mechanisms like PPAs /Use only lower-impact textile maritime transport. and VPPAs. fibres. Emissions t CO 2 e /Eliminating coal from our supply chain(2). /50% renewable electricity in 2040 manufacturing processes in /Net-zero emissions, our supply chain. reducing at least 90% of /60% of our own global our carbon footprint with electricity consumption will respect to 2018 (1).",0,
25,Zara,fashion,greenwashing,"Confirmed incidents of corruption or bribery A.2. Grievance mechanism: the Ethics Line [G1-1; G1-4; S1-17] 189 G1-5. Political influence and lobbying activities A.4. Political influence [G1-5] 193 G1-6. Payment practices B.2. Payment practices [G1-6] 196 Other entity-specific contents Other entity-specific contents 197 Cybersecurity C. Cybersecurity 197 Inditex Group Annual Report 2025 / Consolidated Statement of Non-Financial Information and Sustainability Information 236 INDITEX GENERAL E. ENVIRONMENTAL S. SOCIAL G. GOVERNANCE ANNEXES INDEPENDENT AT A GLANCE INFORMATION INFORMATION INFORMATION INFORMATION VERIFICATION REPORT Table of contents of information derived from other EU legislation [IRO-2_01] EU Climate Disclosure Requirement and Pillar 3 Benchmark Location SFDR reference Law related datapoint reference Regulation reference (initial page) reference Annual Corporate Governance Report. Sections: Overview on ESRS 2 GOV-1. Board's gender diversity paragraph 21 x x Corporate (d) Governance, Board of Directors and Board Committees Annual Corporate ESRS 2 GOV-1. Percentage of board members who are Governance Report.",2,ESRS index / table of contents — no claims.
26,Zara,fashion,greenwashing,"62 Performance of an air tightness and thermal integrity study of the building in accordance with EN 13187 and EN 13829 or equivalent standards. Inditex Group Annual Report 2025 / Consolidated Statement of Non-Financial Information and Sustainability Information 229 INDITEX GENERAL E. ENVIRONMENTAL S. SOCIAL G. GOVERNANCE ANNEXES INDEPENDENT AT A GLANCE INFORMATION INFORMATION INFORMATION INFORMATION VERIFICATION REPORT of information to avoid considering the same item twice, and checking i More information on climate risks assessment in section E. Risks the traceability and accuracy of the information. and opportunities due to climate change [IRO-1; SBM-3] of this Report. These indicators represent the proportion of the Group’s turnover, investments in assets and operating expenditure, that adheres to, whether in the form of eligibility or alignment, the requirements outlined • Sustainable use and protection of water and marine resources (7.2. in the Taxonomy. To construct the numerators of the three key CCM): the buildings analysed have been refurbished entirely, performance indicators, the corresponding items identified as eligible including sanitary fittings such as taps, basins and toilets that meet or aligned as per the Taxonomy are considered. With regard to the the minimum requirements as regards maximum water flow and denominators: maximum flush volume established by the Taxonomy. They are • Turnover: the denominator includes consolidated revenue reported compliant with the technical guidelines followed by the Inditex Group in Inditex’s Consolidated Annual Accounts (Note 4). in connection with plumbing and sanitation in the works it undertakes, which include caps on water flows in the plumbing systems of • CapEx: the denominator includes new additions (including those sanitary facilities in line with the Taxonomy’s requirements, promoting derived from business combinations, where these exist) of property, a more conscious use of water resources. plant and equipment, other intangible assets and rights of use (based on IFRS16), set out in Notes 14, 15 and 16 of Inditex’s Consolidated • Transition towards a circular economy (7.2.",0,
27,Zara,fashion,greenwashing,"Targets and metrics related to biodiversity and ecosystems E4-5. Impact metrics related to biodiversity and ecosystems change 146 [E4-4; E4-5] E4-6. Anticipated financial effects from biodiversity and ecosystem-related Not disclosed, subject to phase-in – risks and opportunities E5. Resource use and circular economy E5. Resource use and circular economy 149 E5. IRO-1. Description of the processes to identify and assess material resource use and circular economy-related impacts, risks and B. Material impacts, risks and opportunities [IRO-1; SBM-3] 118 opportunities E5-1. Policies related to resource use and circular economy A.1. Policies related to resource use and circular economy [E5-1] 149 Inditex Group Annual Report 2025 / Consolidated Statement of Non-Financial Information and Sustainability Information 234",2,Table of contents section — not a claim.
28,Zara,fashion,greenwashing,"information systems, which Reporting) emission factors are used. Inditex is working on improving its now allow for a more internal corporate systems to include specific transport flows, such as accurate allocation of inter-store transport or last-mile e-commerce delivery, among others. emissions related to storage operations. To ensure data transparency and comparability, figures from previous year have been recalculated. Category 5: Waste generated in operations. DEFRA (Department for Not applicable To calculate this category, we use the data of waste generated in own Environment Food & Rural operations. According to the type of waste and its final destination, we use Affairs), 2025. the corresponding emission factor (DEFRA - Department for Environment Food & Rural Affairs). Category 6: Business travel. DEFRA (Department for Not applicable. Emissions in this category are calculated according to means of transport, Environment Food & Rural class of ticket and distance travelled by employees of the Spanish Affairs), 2025. subsidiaries.",0,
29,Zara,fashion,greenwashing,"i More information on the projects to which the proceeds of In addition to the raw materials used directly to make our articles, we #BRINGYOUROWNBAG have been donated in section C. Actions also use different materials in the packaging of our products. In 2025 related to biodiversity and ecosystems [E4-3] of this Report. we estimate that 509,361 tonnes of materials were used for this purpose, 86% biological packaging and 14% technical packaging (in 2024, 521,448 tonnes, 84% and 16% biological and technical packaging, On the other hand, we are working on improving our systems to report respectively). Furthermore, we continue to improve our corporate greater detail on these aspects, including the proportion of recyclable systems to report the recycled content of our packaging with the items. required breakdown. Waste management E5-4_06 We work on the properly management and separation of the waste generated by our activity. We see this waste as useful resources that i More information on the methodology used in annex Detailed can be repurposed or recycled, maximising its value and improving our information. Methodology of this Report. impact. This approach is not confined to properly sorting materials for processing and recycling, but includes rethinking our processes to reduce waste generation at every stage: design, logistics, store and end D.2.",0,
30,Zara,fashion,greenwashing,"present the most noteworthy actions of the year, in which we will continue to work going forward, in keeping with our commitments and targets provided in the Climate Transition Plan. In 2025, we have achieved a reduction of more than 436,000 tonnes of GHG in our scopes 1 and 2 with respect to 2018, highlighting the importance of these initiatives in our own operations. We estimate that their implementation by 2030, together with other actions, will allow us to reduce about 34,000 tonnes of GHG with respect to 2018. Moreover, since 2022 we have fulfilled our goal of obtaining 100% of the electricity consumed at our own facilities from renewable sources. Action Description Results Self-consumption /We use photovoltaic and wind power systems to generate /11,506 MWh of electric power generated renewable energy to help meet our energy needs, supporting the in 2025 (9,962 MWh of electric power Related IROs: reduction of the environmental impact and GHG emissions. generated in 2024). E1.I1 / E1.I2 / E1.R1 /We have continued to develop the Outer Port Wind Facility in A Time horizon: Coruña, in collaboration with the city’s Port Authority. We aim to ongoing action generate renewable energy to cover the annual electricity required Scope: by our headquarters in Arteixo and supply clean electricity to the / Own operations port's infrastructures. i More information on the related financial resources in the Taxonomy section of this Report, under activities ‘4.3 - Electricity generation from wind power’ and ‘7.6 Installation, maintenance and repair of renewable energy technologies’. Likewise, amounts related with these activities are included in CapEx reported in Note 14, Property, plant and equipment in Consolidated Annual Accounts.",0,
31,Zara,fashion,greenwashing,"We also develop projects to promote regenerative cotton farming in India, and we partner with The Workers at the Centre Fair Labour Association (FLA) to improve working conditions in these communities. S2.MDR-A_01-12; S2-4_12 The Workers at the Centre 2023-2025 strategy is based on respect for S2-4_01; S2-4_02; S2-4_05; S2-4_06; S2-4_07 the human rights of the workers in the supply chain. Through it, in 2025 we involved 3,992 suppliers and factories and since the start of the These identification processes allow us to establish the necessary cycle of the strategy we have reached 3.1 million people. actions to prevent, mitigate and remediate any potential negative impacts. Consequently, when we see that an impact has occurred or is This strategy is structured into five Priority Impact Areas or PIAs occurring, we activate our previously explained remediation tools, (Social dialogue, Living wages, Respect, Health and Resilience) with allowing us to: specific targets and lines of action that, in 2025, materialised through 30 initiatives and solutions developed at the factories themselves and/ /Minimise the negative effect on people in the supply chain. or in their communities by our teams or along with partner organisations. /Endeavour to remediate it as much as possible. The main actions carried out as part of the Workers at the Centre /Apply a dual perspective of prevention to minimise the chances of its strategy are: recurring in the future. Action Description Results Social dialogue: Facilitating /Actions linked to worker participation under the umbrella /1,031,467 people reached since the start mature industrial relations as a of the Global Framework Agreement with IndustriALL of this strategy cycle. vehicle for a more participative Global Union.",0,
32,Zara,fashion,greenwashing,"comparable year-on-year. under other chain identified as forms of important areas of – In process: phase of implementation of the activities and measurement and monitoring of the results. management for action by our – Advanced: phase in which positive trends are observed. biodiversity conservation /The information on the hectares reached comes from the various organisations with whom we implement the projects. improvement by partners. 2030 /When Inditex is not the sole investor in a project, the surface area will be allocated based on the proportional contribution of each party. /In establishing our target, we did not apply ecological thresholds due to the traceability difficulties posed, nor considering offsets in setting the target. /Absolute and voluntary target. /The establishment of a base year does not apply to this target. E5.",2,"Biodiversity methodology — proportional contribution unclear, no outcome data."
33,Zara,fashion,greenwashing,"INDITEX GENERAL E. ENVIRONMENTAL S. SOCIAL G. GOVERNANCE ANNEXES INDEPENDENT AT A GLANCE INFORMATION INFORMATION INFORMATION INFORMATION VERIFICATION REPORT Transition risks E1.IRO-1_10; E1.IRO-1_11; E1.IRO-1_12; E1.SBM-3_01; E1.SBM-3_06 Transition risks vary significantly depending on the level of ambition of each pathway analysed, and they may affect different areas of our business. To gauge their potential impact, we have assessed various dimensions of transition risks in the short, medium and long term: Regulatory, Legal liability, Technological, Market and Reputation. /Transition risk: envisages establishing an explicit carbon price as a possible measure for governments to incentivise the transition to a low-carbon economy. /Legal liability: considers developments in connection with climaterelated litigation. /Technological: analyses how the development and use of new technologies that are less GHG-intensive would affect the Group. /Market: envisages an increasing market interest in sustainable products and services. /Reputation: considers a context with no progress towards a lowcarbon economy, valuing the effects of public opinion, climate activism and investors’ perceptions. The level of uncertainty associated with analysing the impacts of climate change is particularly significant in the case of transition risk, because the underlying assumptions of each scenario are based on projections made at a given point in time about how future events may evolve, such as legislation in different countries, technological innovations, consumer preferences, and the extent of litigation on sustainability issues, for example. These assumptions are inherently volatile, as they depend on external developments. Furthermore, there is often insufficiently comprehensive or robust historical data available for application to the textile sector.",2,Risk assessment narrative — describes uncertainty rather than making a claim.
34,Patagonia,fashion,positive_control,"and in our supply chain, and all the money we’ve given away to responsibility to help the company succeed and provide a To put it into perspective, when Patagonia was founded in environmental nonprofits, it is still not enough. We can dedicate The next 50 years will not be easy. The planet is in bad shape, counter to the prevailing extractive model of capitalism. 1973, the average lifespan of an American company on the all our time and resources to saving the planet, but our impact is and many leaders have given in to cynicism or profiteering. S&P 500 was around 30 years. Today, it’s less than 18. More ultimately limited considering what we are up against. If But that does not have to be the way we go. Businesses and It has never felt more difficult. companies are being bought up or hollowed out, and the supporting grassroots activists taught us anything, however, it is society can reject hopelessness and apathy and instead population of billionaires is climbing.",0,
35,Patagonia,fashion,positive_control,"Ask questions. Prioritize transparency. Look for institutions with climate-forward policies and the willingness to have a discussion. Despite a lack of adoption by big banks and insurance companies, we will keep advocating for all financial institutions to be transparent about their investments in the fossil fuel industry and call on them to support a more rapid transition to renewable energy sources. We will also continue to encourage other businesses to take a similar approach and support public policy to help scale and accelerate these efforts. The sign on our CEO’s office door. Resources for Patagonia Archives Rethinking Capital Topo Finance: Baselining and strategy resources Ceres: Climate and banking research Exponential Roadmap: Guidance on greening cash Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 39 50 years in, we’re stoked and focused for the next 50 to come. Our employees at our Brooks Campus in Ventura, California. Tim Davis",0,
36,Patagonia,fashion,positive_control,"and South Korea. In these unstable times, we’re developing solutions to get more funding to our partners What have we learned? and, as quickly as possible, moving up grant Grassroots work is effective and continues to cycles for expedited grant disbursements. Giving serve as a powerful force for good, especially We’re encouraging grantees to use our funds in this age of increased threat and pressures. to motivate donation match campaigns and to Damaged ecosystems can recover. use Patagonia Action Works to engage our Sometimes, one motivated person can make a audience in their work, and offering general lasting impact. We’ve also learned the operating support grants. We’re also waiving The Western Arctic importance of listening to our grantees and unnecessary reporting requirements and Caribou herd crosses a river in Northwest being in partnership with them. We have a offering our retail stores for community Alaska during summer unique opportunity as a brand to support the gathering needs. migration.",0,
37,Patagonia,fashion,positive_control,"‡The premium associated with procuring low-carbon materials cannot be disaggregated from the total costs of Ocean freight – marine shipping decarbonization 0.0 0.0 0.0 0.5 A container ship enters the busy materials and therefore has not been included in this list. East Lamma Channel as it departs Victoria Harbour in Hong Kong. Total Scope 3 0.0 0.353 0.0 39.43 Jon Lord | Alamy Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 91 Decarb Decarbonizing Our Supply Chain The climate crisis is an existential threat, and every part of Patagonia’s business is implicated. The bulk of our emissions —nearly 99%—comes from our supply chain. We take responsibility for all of it, so decarbonizing our supply chain is a crucial part of reducing our emissions. Our work on this helped jump-start an industry-wide conversation around thermal energy needs and Up to 75% of the energy that’s generated in a textile mill electrification, and we quickly wanted to follow up with more comes from burning fossil fuels on-site to create heat and tangible mill-level research and solutions. process steam, pressurized steam (typically generated from boilers) that provides the energy required for textile In 2024, we took what we learned from the study and helped manufacturing, including dyeing and drying fabrics. The other to support the creation of an open-source tool to help textile 25% is electricity. “Even if you maxed out the entire roof of a manufacturers understand the energy, emissions and cost factory with solar, the majority of emissions would still be benefits of adopting electric heating technologies.",0,
38,Patagonia,fashion,positive_control,"By 2020, our leading fabric suppliers had eliminated new labor fees in our supply chain—a meaningful change we helped bring about that’s now saving approximately 3,000 workers in our supply chain a total of $1.7 million per year. Forced and bonded labor was identified as another material topic in our Double Materiality Assessment (page 11), and we’re now working on a large-scale effort with a coalition of other brands to seek reimbursement of recruitment fees paid by workers prior to 2020 and to push for legislative solutions. In 2022, we conducted a survey of over 1,600 migrant workers in Thailand and Taiwan; only 3% of workers owed money in labor fees and, in both countries, a large majority were hoping to renew their contracts. Through our annual audits, we continue to seek feedback from workers on their experiences and validate that they do not pay fees. “We’ve worked to improve conditions supplier by supplier,” Nguyen says, “But that won’t change the whole industry. We need legislative support. Since labor fees are legal in these Employees at the Sheico wetsuit factory in Thailand. countries, it’s important to keep pushing for local laws that Ryan ‘Chachi’ Craig say no more fees, period.” Our work on migrant worker fees helped save 3,000 workers an annual average of $1.7 M in recruitment fees Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 77 Our Pollution Problem In FY2025, we focused on eliminating “forever chemicals,” reducing our carbon emissions, and cutting the textile waste our products create— whether that’s when they’re made or at the product’s end-of-life. Our Head of Environmental Impact Kim Drenner and Supply Chain Environmental Impact Program Manager Eric Cheng inspect a coal boiler at De Licacy Industrial Co., Ltd., a textile mill in Taiwan.",0,
39,Patagonia,fashion,positive_control,"Others were surprised to hear from a Rock Sioux Reservation in November 2016. corporate client asking these kinds of questions. Josué Rivas Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 38 On the insurance front, we reevaluate policies every year and prioritize carriers with fossil fuel exclusions and decarbonization commitments. We’ve replicated our banking criteria with our corporate insurance purchasing process, where we now require our insurance companies to submit sustainability policies and targets with their annual bids for Patagonia’s business. We meet annually to review progress and push for more ambitious targets. In 2019, we added a new 401(k) option called The Cleanest Line Fund, so employees can choose to invest their retirement savings in ways that match their environmental values. In 2024, we started a new finance program to help our finished goods suppliers get paid faster on Patagonia invoices. It offers better terms to factories that do well with environmental practices, worker treatment and product quality, and encourages other supplier partners to improve. These steps reflect a broader shift in how we think about money—not just as a tool for business, but as a way to support people and the planet at every level of our operations. For anyone asking how to start this process, we can say this: Begin with one account.",0,
40,Patagonia,fashion,positive_control,"75% Patagonia MATERIALS content breakdown (Fall 2024/Spring 2025 seasons) 50% 25% 2019 2020 2021 2022 2023 2024 2025 *84% includes every material and trim listed on the Bill of Materials (BOM). †Other includes coatings such as thermoset polyurethane (PU), thermoplastic polyurethane (TPU) and metals such as zinc. % of Preferred Materials Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 57 The majority of our preferred materials are backed by third- Preferred materials party certi fications with rigorous social, animal welfare and/or progress over time environmental standards along with stringent traceability and chain of custody requirements—the Responsible Wool, Responsible Down and Global Recycled Standards are just a few examples. In 2018, when 46.6% of our materials were preferred, we hoped to get to 100% by 2025. As with our goal to completely Preferred materials—to quote our partners at eliminate virgin petroleum fibers, we are not there yet—but Textile Exchange—are fibers or raw materials we have made substantial progress and are now focused on that consistently deliver reduced impacts and finding better alternatives for the final stretch; this mostly increased bene fits for climate, nature and includes coatings, trims, and hard plastics and metals used in people versus the conventional equivalent, components like buckles and zippers. through a holistic approach to transforming production systems. Our challenge: identify preferred alternatives that meet our rigorous performance and durability standards. % of Total Material By Conventional Preferred Content Type Manufactured Weight (% of Speci fic Material) (% of Speci fic Material and Type) Polyester 55.8 6.4 93.6 recycled Nylon 14.3 10.5 89.5 recycled 100 (44.4 organic, 27.1 recycled, 17.1 Cotton 13.5 0.0 Regenerative Organic Certified, 11.4 Cotton in Conversion) Other† 11.8 84.9 15.1 recycled 62.3 recycled, 37.7 Responsible Down Down 1.4 0.0 Standard (RDS) Hemp 1.1 0.0 100 (93.7 hemp, 6.3 organic) Spandex .9 96.6 3.4 recycled 100 (42.3 TENCEL™ lyocell, 36.1 modal, Man-Made Cellulosic Fibers .7 0.0 21.6 Naia® Renew) 100 (75.7 recycled, Wool .6 0.0 24.3 Responsible Wool Standard (RWS) Total 100% 15.9% 84.1% Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 58 We’ve been committed to organic virgin cotton Beyond since 1996. Today, we are on the path to an “We had to hike to get to these farms,” says Wendy Savage, our director of social impact and transparency.",0,
41,Patagonia,fashion,positive_control,"Pilot participant of the Advanced and Indirect Mitigation (AIM) Platform Association Test Pilot Program to address major barriers to Scope 3 Climate Action. Advocating for climate policy The creation and adoption of policies globally that push Vocal through engagement on federal climate policy and with Ceres on the passage of the California SB 253, which requires business for businesses to be accountable for making progress to verify and report on their GHG emissions, and SB 261, that requires businesses to report their climate-related financial risks. on climate commitments. Endorsement of NY and CA Fashion Act through direct engagement with bill sponsors. Clean Energy Demand Initiative (CEDI) – US Department of State Bureau of Energy Resources through our engagement with CEBA. The renewable energy markets in the countries that Patagonia suppliers manufacture their materials and products are critical to the ability for Patagonia and its suppliers to achieve their climate goals. Markets must be robust and provide options for suppliers of all sizes to elect to procure renewable energy. Support for organizations working on state and federal climate policy through our 1% for the Planet® granting. Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 90 Allocated Financial Resources in Own Operations (in Million USD)* FY25 FY30 Action† CapEx (USD) OpEx (USD) CapEx (USD) OpEx (USD) Scope 1 – On-Site Emissions Electrification of vehicle fleet 0.181 0.0 0.10 0.0 Scope 2 – Purchase of Energy Adoption of renewable electricity 0.0 0.105 0.0 0.15 CONCEPTUAL: Allocated Financial Resources in Upstream Value Chain (in Million USD)* FY25 FY30 Action‡ CapEx (USD) OpEx (USD) CapEx (USD) OpEx (USD) Scope 3 – Raw Materials & Finished Goods Supply Chain GHG calculation 0.0 0.071 0.0 0.1 Industry wide electrification research & tools 0.0 0.034 0.0 0.020 (collaboration with OIA and other brand members) Electrification feasibility studies 0.0 0.197 0.0 1.4 Supplier financin g - Verified Carbon Intervention 0.0 0.051 0.0 0.160 Unit (VCIU) program costs *The FY30 CapEx and OpEx costs are future looking and Supplier financin g - VCIU payment 0.0 0.0 0.0 37.25 estimated based on the availability of information we have presently and are subject to change. †Costs associated with future electrification of on-site heating in the Patagonia distribution center and campuses Scope 3 – Transportation have not been forecasted.",0,
42,Patagonia,fashion,positive_control,"It pays tribute to explorer, mountaineer and environmentalist Emilio Frey. Mechi Fahs Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 25 B-ing in Business for the Planet We became a Certified B Corp in 2011 and California’s first legal benefit corporation in 2012—on the first date California law allowed it. In doing so, we adopted six legal commitments that guide how we operate: Donating 1% of sales to environmental groups Building the best product with no unnecessary harm Conducting our operations without unnecessary harm Sharing best practices with other businesses Operating with transparency Providing a just, equitable and supportive work environment To certify, we selected B Lab as the third-party assessor. When we became a benefit corporation, we formally wrote into our corporate DNA that we would prioritize the planet before profit—an early precursor to our new corporate structure. Recertification happens every three years through B Lab’s B Impact Assessment, which measures a company’s impact on workers, community, environment, customers and our governance practices. Since 2013, our B Corp score has increased year over year, from 107.3 to now 166 out of roughly 250 (the median score is 50.9). Since 2013, we also have published an annual B Corp report on our website (check out our past reports here). In 2016, we began closing all US locations on Election Day—a first in company history—so all employees could make it to the polls. In 2024, we shifted that closure to national Vote Early Day.",0,
43,Patagonia,fashion,positive_control,"Holdfast Collective owns 98% of the stock and receives an equivalent cut of the dividend; the other 2% of dividends goes to the Patagonia Purpose Trust for operating costs and climate-related philanthropy. Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 23 Purpose-Led Governance Patagonia exists to save our home planet. That’s not just a As a benefit corporation under California law, we’re required purpose statement—it’s legally embedded into the way the to evaluate our impact on the environment, our employees company is owned and governed. It’s a component of and the communities in which we operate in all decisionleadership’s decision-making, and its ethos is present making, both at the board of directors and leadership level. throughout the entire company. We’ve also identified six benefit purposes, from giving away 1% of sales each year to environmental nonprofits to building This starts with the Purpose Trust, which exists to protect the the best product with no unnecessary harm, that are part of purpose of the company and elects our board of directors. our legal charter and guide what we do. Alaskans gather at the state capitol in Juneau to defend the The board, in turn, guides key company decisions through Roadless Rule, which helps protect the fish, forests and wildlife the lens of our purpose, our benefit corporation of the threatened Tongass National Forest. commitments and the Patagonia Purpose Philosophy. Colin Arisman",0,
44,Patagonia,fashion,positive_control,"Combined weight (in pounds) of all On average, 85–90% of the products we put out in the world finished garments do not have an end-of-life solution. This is because our products contain mixed materials. A 3-layer waterproof rain 321,000 jacket, for example, has an outer fabric, a waterproof/ breathable membrane and a fabric backer sandwiched together with adhesive—three different materials potentially made of different fibers. Recyclers today are built to recycle one material type at a Number of pullovers produced time, so the complex product we have built for functionality and durability does not readily enter these processes. This is 395,000 an industry-level challenge; it isn’t vastly different from other apparel brands that create similar product. We’re actively working on potential solutions. Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 97 The Total Package Textile-to-textile Recycling By 2026, our packaging will be 100% recycled, Forest Textile-to textile recycling means that the input to the Stewardship Council® or Sustainable Forestry Initiative recycling process is textile in origin and the output is of certified, and easily recyclable*. Already, all our polybags are sufficient quality to make a new textile. The textile input can What are we doing made from 100% Global Recycled Standard–certified be from any stage of the process, whether that be production recycled plastic, and last year, we moved away from using of fabric or garment, or be from postconsumer products. The about our waste?",0,
45,Patagonia,fashion,positive_control,"Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 24 “We ran Patagonia for 50 years as an Our board has three committees that support our governance framework: a nominating and governance committee; a compensation committee; and a finance, experiment in responsible business, and impact and risk committee. The finance, impact and risk committee is responsible for a regular review of environmental, social and corporate governance risks and we’ve proven that works. Our next opportunities, including how we report our progress publicly. We also have an internal executive risk committee, made up of leaders across departments, that regularly assesses risks experiment is to transform corporations to the business and helps lead our double materiality work (page 11). That group includes senior leaders from product, and capitalism. We can’t save the world legal, finance, compliance, communications, IT, supply chain, people & culture, and justice—all working together to make sure decisions reflect both planetary and business realities. but can be involved in fighting what The executive risk committee elevates issues to the finance, impact and risk committee to review so they can present problems and solutions to the board. destroys it. Everything else is a symptom, Our board of directors, elected by the Patagonia Purpose the modern corporate model of doing Trust, stewards the company’s mission, oversees the CEO and guides strategy, setting a new standard for business that puts people and the planet over profits. The board includes business is the cause and has to change.” the four Chouinard family members, Patagonia CEO Ryan Gellert, Kristine McDivitt Tompkins, Dan Emmett, Dr. Ayana Elizabeth Johnson and Charles Conn, chair of the board.",0,
46,Patagonia,fashion,positive_control,"That’s a 30% reduction in can only do so much. their facility greenhouse gas footprint, compared to their coal baseline. Electrification is a real One of the most important parts of this pilot was a legally binding commitment between us and the supplier. We signed a contract for the next 3 to 10 years that states Patagonia will cover 100% of the costs associated with decarbonizing the decarbonization solution steam boiler. This contract supports both parties: It provides security for the supplier that we won’t drop an order and leave them to pay for the rest of the investment; and for us, it only if there is renewable ensures that the emissions are reduced, verified and applied exclusively to Patagonia’s emissions reductions targets. electricity available and at an affordable price.” —Kim Drenner Head of Environmental Impact Intro Business Unusual Product Grants & Giving Activism Work in Progress Report 93 How We Ensure That We Incorporating Our Climate Transition Plan Continue to Do the Work Into the Business Syncing Our Work with Financial Planning To make sure the work gets done and hold ourselves accountable, we’ve integrated our climate transition plan into our business, and it’s a priority for our executive leaders. Our climate transition plan is supported by governance structures, including regular engagement with the board of directors, executive leadership team, and a dedicated working group formed between the finance team and the Establishing Internal Carbon Pricing environmental impact team. By joining together many different stakeholders, we can make sure that The technical studies conducted in our textile mills provide our climate transition plan is at the forefront of insights into CapEx and OpEx associated with large-scale strategic decisions and financial planning, confirming decarbonization interventions. That is used internally to our commitment to sustainability at the highest financially model our internal carbon price, called a Verified levels of our business.",0,
47,Patagonia,fashion,positive_control,"It’s an Is coming from burning fossil fuels to create steam and heat,” accessible Excel-based tool that comes with countrysays Kim Drenner, our head of environmental impact. “Solar specific data, databases of heat pump and electric alone isn’t going to fix your decarbonization problem.” equipment manufacturers in different countries, and a stepby-step plan to transition to electric and renewable energy. For the past five years, we have been laser-focused on finding solutions to decarbonize these fossil-fuel–based We’ve also funded several electrification studies directly heating emissions in our textile mills in ways that don’t mean a with textile mill suppliers, which showed the investment costs shift to burning biomass, which can come from a variety of and emissions-reduction potential, and determined the plant and animal sources. (We don’t want to cut down oldfeasibility of electrifying their steam and heat systems. These growth forests to make wood chips to make heat to make studies have allowed us to go deeper, identifying the specific textiles.) Biomass doesn’t truly help our decarbonization electrification technology that would result in the greatest efforts because even if it can be confirmed as coming from decarbonization potential with what’s commercially available. sustainable sources, biomass still emits biogenic carbon. In 2022, we commissioned a study of textile mills in Taiwan, China and Japan to help identify how feasible it would be to go electric in the entire textile mill with renewable energy and Hard the best pathways to get there. We were the main sponsors; Burton, New Balance, REI, Gore and the Outdoor Industry Alliance (OIA) joined to increase the geographical scope as well as the financing. In the study, conducted by researchers from Global Efficiency Intelligence and Lawrence Berkeley National Laboratory, we looked at 40 mills across these three countries and found that shifting to industrial heat pumps versus conventional fossil fuel usage could mean significant energy reductions, reduced CO2 emissions and lower costs.",0,
