passage_id,brand,knn_pred,knn_prob,tfidf_pred,tfidf_prob,agree
2489,Puma,1,0.5714,0,0.4329,False
2515,Puma,1,0.5714,0,0.4149,False
2519,Puma,0,0.1429,1,0.5227,False
2524,Puma,1,0.5714,0,0.4577,False
2526,Puma,0,0.4286,1,0.507,False
2528,Puma,1,0.5714,0,0.4646,False
2536,Puma,1,0.5714,0,0.3696,False
2538,Puma,0,0.4286,1,0.5123,False
2540,Puma,1,0.5714,0,0.4907,False
2542,Puma,1,0.5714,0,0.4596,False
2551,Puma,1,0.5714,0,0.4565,False
2554,Puma,1,0.7143,0,0.4654,False
2555,Puma,1,0.5714,0,0.4379,False
2558,Puma,1,0.5714,0,0.4908,False
2562,Puma,1,0.5714,0,0.4686,False
2566,Puma,1,0.5714,0,0.4913,False
2567,Puma,1,0.5714,0,0.4491,False
2569,Puma,1,0.5714,0,0.4824,False
2571,Puma,1,0.5714,0,0.4604,False
2573,Puma,1,0.5714,0,0.4598,False
2574,Puma,0,0.4286,1,0.5054,False
2576,Puma,1,0.7143,0,0.4644,False
2580,Puma,1,0.5714,0,0.4384,False
2581,Puma,1,0.5714,0,0.4482,False
2585,Puma,1,0.5714,0,0.4158,False
2586,Puma,1,0.5714,0,0.4753,False
2587,Puma,1,0.5714,0,0.483,False
2589,Puma,0,0.4286,1,0.5206,False
2590,Puma,0,0.4286,1,0.5241,False
2593,Puma,1,0.5714,0,0.4448,False
2603,Puma,0,0.4286,1,0.5292,False
2604,Puma,0,0.2857,1,0.5092,False
2608,Puma,1,0.5714,0,0.4365,False
2610,Puma,1,0.5714,0,0.4145,False
2638,Everlane,1,0.5714,0,0.4358,False
2639,Everlane,1,0.7143,0,0.4597,False
2640,Everlane,1,0.8571,0,0.4946,False
2641,Everlane,1,0.5714,0,0.4875,False
2642,Everlane,1,0.5714,0,0.4407,False
2643,Everlane,1,0.5714,0,0.4824,False
2648,Everlane,1,0.5714,0,0.4429,False
2649,Everlane,1,0.5714,0,0.4783,False
2650,Everlane,0,0.4286,1,0.5125,False
2652,Everlane,0,0.4286,1,0.537,False
2656,Everlane,0,0.1429,1,0.5357,False
2662,Everlane,1,0.7143,0,0.4898,False
2664,Everlane,1,0.5714,0,0.4603,False
2665,Everlane,0,0.4286,1,0.501,False
2667,Everlane,1,0.5714,0,0.4816,False
2668,Everlane,1,0.5714,0,0.4853,False
2669,Everlane,1,0.7143,0,0.4937,False
2670,Everlane,1,0.5714,0,0.4373,False
2672,Everlane,0,0.4286,1,0.5328,False
2673,Everlane,0,0.4286,1,0.5261,False
2674,Everlane,1,0.8571,0,0.4652,False
2676,Everlane,1,0.5714,0,0.3958,False
2686,Everlane,1,0.7143,0,0.4517,False
2687,Everlane,1,0.5714,0,0.4534,False
2697,Everlane,1,0.5714,0,0.4475,False
2701,Everlane,1,0.5714,0,0.4198,False
2706,Everlane,1,0.5714,0,0.4841,False
2709,Everlane,1,0.5714,0,0.4656,False
2710,Everlane,1,0.5714,0,0.4905,False
2711,Everlane,1,0.7143,0,0.4973,False
2716,Everlane,1,0.7143,0,0.4949,False
2725,Everlane,1,0.7143,0,0.4636,False
2726,Everlane,1,0.5714,0,0.4421,False
2730,Everlane,1,0.5714,0,0.4411,False
2732,Everlane,1,0.5714,0,0.4637,False
2733,Everlane,1,0.5714,0,0.4928,False
2738,Everlane,0,0.4286,1,0.5263,False
2739,Everlane,1,0.7143,0,0.4964,False
2741,Everlane,1,0.5714,0,0.4981,False
2743,Everlane,1,0.7143,0,0.4854,False
2744,Everlane,1,0.5714,0,0.4914,False
2746,Everlane,0,0.2857,1,0.5028,False
2749,Everlane,0,0.2857,1,0.5052,False
2750,Everlane,1,0.5714,0,0.4812,False
2754,Everlane,1,0.8571,0,0.4478,False
2759,Everlane,1,0.5714,0,0.4853,False
2760,Everlane,1,0.5714,0,0.428,False
2764,Everlane,1,0.5714,0,0.4873,False
2765,Everlane,1,0.5714,0,0.461,False
2766,Everlane,1,0.5714,0,0.4837,False
2770,Everlane,0,0.2857,1,0.5357,False
2771,Everlane,1,0.7143,0,0.4542,False
2772,Everlane,1,0.5714,0,0.452,False
2773,Everlane,1,0.5714,0,0.4481,False
2774,Everlane,1,0.7143,0,0.4916,False
2782,Everlane,1,0.7143,0,0.4892,False
2784,Everlane,1,0.5714,0,0.4999,False
2786,Everlane,1,0.8571,0,0.4733,False
2787,Everlane,1,0.5714,0,0.4677,False
2788,Everlane,1,0.5714,0,0.4916,False
2794,Everlane,1,0.5714,0,0.4511,False
2795,Everlane,0,0.2857,1,0.5033,False
2797,Everlane,0,0.2857,1,0.5079,False
2798,Everlane,0,0.2857,1,0.5024,False
2799,Everlane,1,0.5714,0,0.4553,False
2800,Everlane,1,0.5714,0,0.4608,False
2804,Everlane,1,0.5714,0,0.448,False
2807,Everlane,1,0.7143,0,0.4966,False
2816,Everlane,1,0.5714,0,0.4451,False
2817,Everlane,1,0.5714,0,0.4229,False
2819,Everlane,1,0.5714,0,0.4149,False
2820,Everlane,1,0.5714,0,0.461,False
2821,Everlane,1,0.7143,0,0.4601,False
2823,Everlane,1,0.7143,0,0.4515,False
2824,Everlane,1,0.5714,0,0.452,False
2827,Everlane,1,0.5714,0,0.4666,False
2831,Everlane,1,0.5714,0,0.4214,False
2834,Everlane,0,0.2857,1,0.5077,False
2835,Everlane,0,0.4286,1,0.5342,False
2838,Patagonia,1,0.7143,0,0.4566,False
2842,Patagonia,1,0.5714,0,0.4257,False
2843,Patagonia,1,0.5714,0,0.4567,False
2846,Patagonia,0,0.4286,1,0.5025,False
2847,Patagonia,1,0.7143,0,0.4667,False
2848,Patagonia,1,0.5714,0,0.4807,False
2849,Patagonia,1,0.5714,0,0.4824,False
2854,Patagonia,0,0.4286,1,0.5194,False
2856,Patagonia,1,0.5714,0,0.449,False
2857,Patagonia,1,0.5714,0,0.4431,False
2863,Patagonia,0,0.4286,1,0.5368,False
2872,Patagonia,1,0.5714,0,0.3855,False
2880,Patagonia,1,0.5714,0,0.3773,False
2881,Patagonia,1,0.5714,0,0.449,False
2882,Patagonia,1,0.5714,0,0.4605,False
2883,Patagonia,1,0.5714,0,0.4639,False
2884,Patagonia,1,0.7143,0,0.4591,False
2885,Patagonia,1,0.5714,0,0.4203,False
2889,Patagonia,1,0.5714,0,0.4669,False
2890,Patagonia,1,0.5714,0,0.4639,False
2891,Patagonia,1,0.5714,0,0.4785,False
2892,Patagonia,1,0.5714,0,0.4239,False
2899,Patagonia,1,0.5714,0,0.475,False
2900,Patagonia,1,0.5714,0,0.4483,False
2905,Patagonia,1,0.5714,0,0.434,False
2916,Patagonia,1,0.5714,0,0.4156,False
2917,Patagonia,1,0.7143,0,0.454,False
2918,Patagonia,1,0.5714,0,0.4018,False
2920,Patagonia,1,0.7143,0,0.4223,False
2921,Patagonia,1,0.5714,0,0.469,False
2923,Patagonia,1,0.5714,0,0.4661,False
2925,Patagonia,1,0.8571,0,0.4699,False
2927,Patagonia,0,0.4286,1,0.5137,False
2933,Patagonia,1,0.5714,0,0.4901,False
2934,Patagonia,1,0.7143,0,0.47,False
2935,Patagonia,1,0.8571,0,0.4679,False
2936,Patagonia,1,0.5714,0,0.4833,False
2937,Patagonia,1,0.7143,0,0.4191,False
2938,Patagonia,1,0.5714,0,0.418,False
2939,Patagonia,1,0.8571,0,0.4858,False
2947,Patagonia,1,0.7143,0,0.435,False
2948,Patagonia,1,1.0,0,0.4408,False
2950,Patagonia,1,0.7143,0,0.3561,False
2952,Patagonia,1,0.5714,0,0.4785,False
2953,Patagonia,1,0.8571,0,0.4771,False
2954,Patagonia,1,0.5714,0,0.4819,False
2955,Patagonia,1,0.5714,0,0.4429,False
2957,Patagonia,1,0.7143,0,0.4296,False
2958,Patagonia,1,0.5714,0,0.4439,False
2959,Patagonia,1,0.7143,0,0.4894,False
2960,Patagonia,1,0.7143,0,0.4717,False
2961,Patagonia,1,0.5714,0,0.4759,False
2963,Patagonia,1,0.7143,0,0.4683,False
2965,Patagonia,1,0.5714,0,0.4587,False
2966,Patagonia,1,0.5714,0,0.3994,False
2967,Patagonia,1,0.5714,0,0.432,False
2968,Patagonia,1,0.5714,0,0.3673,False
2971,Patagonia,1,0.5714,0,0.3782,False
2973,Patagonia,1,0.7143,0,0.4506,False
2976,Patagonia,1,0.5714,0,0.4825,False
2977,Patagonia,1,0.5714,0,0.4666,False
2982,Patagonia,1,0.5714,0,0.4473,False
2988,Patagonia,1,0.5714,0,0.4357,False
2990,Patagonia,1,0.8571,0,0.483,False
2991,Patagonia,1,0.5714,0,0.4732,False
2995,Patagonia,1,0.5714,0,0.4176,False
2996,Patagonia,1,0.7143,0,0.419,False
2997,Patagonia,1,0.5714,0,0.4353,False
2998,Patagonia,1,0.5714,0,0.4292,False
2999,Patagonia,1,0.7143,0,0.4427,False
3001,Patagonia,1,0.7143,0,0.4621,False
3002,Patagonia,1,0.8571,0,0.4698,False
3003,Patagonia,1,0.5714,0,0.448,False
3004,Patagonia,1,0.5714,0,0.4432,False
3005,Patagonia,1,0.5714,0,0.4453,False
3006,Patagonia,1,0.5714,0,0.4097,False
3008,Patagonia,1,0.5714,0,0.384,False
3009,Patagonia,1,0.8571,0,0.4228,False
3010,Patagonia,1,0.5714,0,0.4783,False
3011,Patagonia,1,0.5714,0,0.4282,False
3013,Patagonia,1,0.5714,0,0.4958,False
3015,Patagonia,1,0.5714,0,0.4024,False
3016,Patagonia,1,0.5714,0,0.4218,False
3017,Patagonia,1,1.0,0,0.4814,False
3020,Patagonia,1,0.5714,0,0.4598,False
3022,Patagonia,1,0.7143,0,0.4667,False
3023,Patagonia,1,1.0,0,0.4916,False
3025,Patagonia,1,0.7143,0,0.486,False
3026,Patagonia,1,0.8571,0,0.4524,False
3027,Patagonia,1,0.7143,0,0.4299,False
3028,Patagonia,1,0.5714,0,0.4678,False
3029,Patagonia,1,0.7143,0,0.4887,False
3030,Patagonia,0,0.4286,1,0.5033,False
3031,Patagonia,1,0.8571,0,0.4771,False
3032,Patagonia,1,0.7143,0,0.4802,False
3033,Patagonia,0,0.4286,1,0.5061,False
3034,Patagonia,1,0.8571,0,0.4895,False
3035,Patagonia,1,0.5714,0,0.476,False
3037,Patagonia,1,0.8571,0,0.4642,False
3038,Patagonia,1,0.5714,0,0.4463,False
3053,Patagonia,1,0.7143,0,0.4265,False
3054,Patagonia,1,0.5714,0,0.4467,False
3055,Patagonia,0,0.4286,1,0.5421,False
3058,Patagonia,1,0.8571,0,0.438,False
3062,Patagonia,1,0.5714,0,0.4539,False
3071,Patagonia,1,0.5714,0,0.4638,False
3075,Patagonia,1,0.5714,0,0.3856,False
3076,Patagonia,1,0.5714,0,0.39,False
3077,Patagonia,1,0.5714,0,0.4448,False
3078,Patagonia,1,0.7143,0,0.4927,False
3079,Patagonia,1,0.8571,0,0.4194,False
3080,Patagonia,1,0.7143,0,0.4072,False
3081,Patagonia,1,0.8571,0,0.4617,False
3084,Patagonia,1,0.5714,0,0.3766,False
3085,Patagonia,1,0.5714,0,0.4816,False
3086,Patagonia,1,0.5714,0,0.4986,False
3087,Patagonia,1,0.5714,0,0.4402,False
3089,Patagonia,1,0.5714,0,0.4749,False
3090,Patagonia,1,0.5714,0,0.4476,False
3092,Patagonia,1,1.0,0,0.4446,False
3093,Patagonia,1,0.8571,0,0.4637,False
3094,Patagonia,1,0.8571,0,0.472,False
3097,Patagonia,1,0.5714,0,0.4501,False
3098,Patagonia,1,1.0,0,0.4646,False
3099,Patagonia,1,0.8571,0,0.4706,False
3101,Patagonia,1,0.5714,0,0.43,False
3102,Patagonia,1,0.7143,0,0.39,False
3104,Patagonia,1,0.8571,0,0.4728,False
3107,Patagonia,1,0.5714,0,0.4698,False
3109,Patagonia,1,0.7143,0,0.456,False
3112,Patagonia,1,0.5714,0,0.469,False
3114,Patagonia,1,0.5714,0,0.4172,False
3115,Patagonia,1,0.5714,0,0.3779,False
3119,Patagonia,1,0.5714,0,0.4457,False
3121,Patagonia,1,0.5714,0,0.4179,False
3125,Patagonia,1,0.5714,0,0.4528,False
3126,Patagonia,1,0.7143,0,0.4825,False
3128,Patagonia,1,0.7143,0,0.4481,False
3129,Patagonia,1,0.7143,0,0.3909,False
3132,Patagonia,1,0.5714,0,0.4056,False
3133,Patagonia,1,0.7143,0,0.4147,False
3134,Patagonia,1,0.5714,0,0.4063,False
3135,Patagonia,1,0.7143,0,0.4101,False
3136,Patagonia,1,0.5714,0,0.3804,False
3143,Patagonia,1,0.7143,0,0.4352,False
3144,Patagonia,1,0.7143,0,0.4716,False
3145,Patagonia,1,0.7143,0,0.4682,False
3146,Patagonia,1,0.5714,0,0.4724,False
3147,Patagonia,1,0.7143,0,0.4833,False
3148,Patagonia,1,0.5714,0,0.4825,False
3149,Patagonia,1,0.5714,0,0.4193,False
3150,Patagonia,1,0.5714,0,0.4522,False
3151,Patagonia,1,0.5714,0,0.4632,False
3153,Patagonia,1,0.5714,0,0.4406,False
3155,Patagonia,1,0.8571,0,0.4981,False
3156,Patagonia,1,0.8571,0,0.4325,False
3157,Patagonia,1,0.8571,0,0.4534,False
3158,Patagonia,1,1.0,0,0.4662,False
3159,Patagonia,1,1.0,0,0.4944,False
3160,Patagonia,1,1.0,0,0.4862,False
3161,Patagonia,1,0.8571,0,0.4009,False
3164,Patagonia,1,0.5714,0,0.448,False
3166,Patagonia,1,0.5714,0,0.4534,False
3167,Patagonia,1,0.7143,0,0.4236,False
3168,Patagonia,1,0.5714,0,0.461,False
3170,Patagonia,0,0.4286,1,0.5011,False
3171,Patagonia,1,0.5714,0,0.4717,False
3175,Patagonia,1,0.5714,0,0.4468,False
3176,Patagonia,1,0.5714,0,0.4803,False
3180,Patagonia,1,0.5714,0,0.4237,False
3182,Patagonia,1,0.5714,0,0.3982,False
3184,Patagonia,1,0.5714,0,0.3998,False
3185,Patagonia,1,0.5714,0,0.4044,False
3190,Patagonia,1,0.5714,0,0.4374,False
3192,Patagonia,1,0.5714,0,0.423,False
3194,Patagonia,1,0.5714,0,0.4115,False
3195,Patagonia,1,0.5714,0,0.4512,False
3196,Patagonia,1,0.7143,0,0.4537,False
3197,Patagonia,1,0.8571,0,0.4423,False
3198,Patagonia,1,0.5714,0,0.446,False
3199,Patagonia,0,0.2857,1,0.5025,False
3201,Patagonia,1,0.7143,0,0.4357,False
3202,Patagonia,1,0.5714,0,0.4232,False
3203,Patagonia,1,0.5714,0,0.4469,False
3205,Patagonia,1,0.5714,0,0.4454,False
3206,Patagonia,1,0.8571,0,0.4859,False
3207,Patagonia,1,0.5714,0,0.4829,False
3210,Patagonia,1,0.5714,0,0.4615,False
3212,Patagonia,1,0.7143,0,0.4378,False
3213,Patagonia,1,0.5714,0,0.4676,False
3216,Patagonia,1,0.5714,0,0.4954,False
3219,Patagonia,1,0.5714,0,0.4268,False
3220,Patagonia,1,0.5714,0,0.4273,False
3223,Patagonia,1,0.5714,0,0.4423,False
3225,Patagonia,1,0.5714,0,0.4103,False
3228,Patagonia,1,0.5714,0,0.4753,False
3229,Patagonia,1,0.7143,0,0.4591,False
3230,Patagonia,1,0.5714,0,0.4516,False
3231,Patagonia,1,0.5714,0,0.4524,False
3236,Patagonia,1,0.7143,0,0.4796,False
3237,Patagonia,1,0.5714,0,0.4218,False
3238,Patagonia,1,0.5714,0,0.4182,False
3239,Patagonia,1,0.8571,0,0.4712,False
3240,Patagonia,1,0.5714,0,0.4685,False
3244,Patagonia,1,0.5714,0,0.4373,False
3245,Patagonia,1,0.5714,0,0.4386,False
3247,Patagonia,1,0.7143,0,0.4761,False
3250,Patagonia,1,0.5714,0,0.4174,False
3251,Patagonia,1,0.7143,0,0.4325,False
3254,Patagonia,1,0.5714,0,0.4475,False
3267,Patagonia,1,0.5714,0,0.4617,False
3268,Patagonia,1,0.5714,0,0.4648,False
3269,Patagonia,1,0.7143,0,0.4576,False
3270,Patagonia,1,0.5714,0,0.4587,False
3272,Patagonia,1,0.5714,0,0.4243,False
3273,Patagonia,1,0.5714,0,0.4345,False
3274,Patagonia,1,0.7143,0,0.476,False
3276,Patagonia,1,0.5714,0,0.4869,False
3277,Patagonia,1,0.5714,0,0.4548,False
3279,Patagonia,1,0.5714,0,0.4876,False
3281,Patagonia,1,0.5714,0,0.4785,False
3282,Patagonia,1,0.5714,0,0.436,False
3286,Eileen Fisher,1,0.7143,0,0.4778,False
3291,Eileen Fisher,1,0.7143,0,0.4492,False
3298,Eileen Fisher,1,0.5714,0,0.4576,False
3301,Eileen Fisher,1,0.5714,0,0.4689,False
3302,Eileen Fisher,1,0.5714,0,0.4251,False
3303,Eileen Fisher,1,0.7143,0,0.4868,False
3304,Eileen Fisher,1,0.8571,0,0.4627,False
3307,Eileen Fisher,1,0.7143,0,0.4782,False
3310,Reformation,1,0.5714,0,0.4713,False
3312,Reformation,1,0.8571,0,0.4174,False
3313,Reformation,1,0.5714,0,0.4378,False
3314,Reformation,1,0.5714,0,0.4701,False
3316,Reformation,1,0.5714,0,0.4894,False
3317,Reformation,1,0.5714,0,0.4462,False
3325,Reformation,1,0.5714,0,0.4741,False
3326,Reformation,1,0.5714,0,0.4516,False
3327,Reformation,1,0.5714,0,0.3712,False
3328,Reformation,1,0.5714,0,0.3628,False
3329,Reformation,1,0.5714,0,0.3946,False
3330,Reformation,1,0.7143,0,0.4088,False
3331,Reformation,1,0.5714,0,0.4527,False
3332,Reformation,1,0.5714,0,0.4321,False
3333,Reformation,1,0.5714,0,0.4506,False
3334,Reformation,1,0.5714,0,0.466,False
3338,Reformation,1,0.5714,0,0.4355,False
3339,Reformation,1,0.7143,0,0.4628,False
3341,Reformation,1,0.5714,0,0.4294,False
3342,Reformation,1,0.5714,0,0.3901,False
3346,Reformation,1,0.5714,0,0.4263,False
3351,Reformation,1,0.5714,0,0.4923,False
3355,Reformation,1,0.5714,0,0.4704,False
3357,Reformation,1,0.7143,0,0.448,False
3358,Reformation,1,0.5714,0,0.4591,False
3359,Reformation,1,0.5714,0,0.4674,False
3360,Reformation,1,0.5714,0,0.4665,False
3361,Reformation,1,0.7143,0,0.4466,False
3362,Reformation,1,0.7143,0,0.445,False
3364,Reformation,1,0.5714,0,0.4456,False
3365,Reformation,1,0.7143,0,0.4613,False
3366,Reformation,1,0.7143,0,0.4544,False
3369,Reformation,1,0.5714,0,0.4965,False
3370,Reformation,1,0.5714,0,0.4679,False
3373,Reformation,1,0.8571,0,0.4804,False
3374,Reformation,1,0.7143,0,0.4915,False
3375,Reformation,1,0.7143,0,0.4934,False
3376,Reformation,1,0.7143,0,0.4865,False
3378,Reformation,1,0.5714,0,0.4796,False
3379,Reformation,0,0.4286,1,0.5628,False
3381,Reformation,1,0.7143,0,0.4927,False
3382,Reformation,1,0.5714,0,0.473,False
3383,Reformation,1,0.5714,0,0.4691,False
3384,Reformation,1,0.5714,0,0.424,False
3387,Reformation,1,0.5714,0,0.4803,False
3388,Reformation,1,0.5714,0,0.4991,False
3389,Reformation,1,0.5714,0,0.4997,False
3394,Reformation,1,0.5714,0,0.4608,False
3395,Reformation,1,0.5714,0,0.4726,False
3398,Reformation,1,0.5714,0,0.4679,False
3399,Reformation,1,0.7143,0,0.4718,False
3400,Reformation,1,0.7143,0,0.4948,False
3401,Reformation,1,0.8571,0,0.4997,False
3402,Reformation,1,0.5714,0,0.427,False
3403,Reformation,1,0.7143,0,0.4731,False
3404,Reformation,1,0.5714,0,0.4891,False
3405,Reformation,1,0.7143,0,0.4213,False
3406,Reformation,1,0.5714,0,0.4061,False
3407,Reformation,1,0.5714,0,0.4135,False
3408,Reformation,1,0.5714,0,0.4274,False
3410,Reformation,1,0.5714,0,0.4744,False
3415,Reformation,1,0.7143,0,0.4758,False
3420,Reformation,1,0.5714,0,0.4338,False
3421,Reformation,1,0.8571,0,0.4684,False
3425,Reformation,1,0.7143,0,0.4754,False
3426,Reformation,1,0.7143,0,0.4865,False
3428,Reformation,1,0.5714,0,0.4558,False
3429,Reformation,1,0.7143,0,0.4775,False
3430,Reformation,1,0.7143,0,0.4585,False
3431,Reformation,1,0.7143,0,0.4288,False
3432,Reformation,1,0.7143,0,0.4771,False
3433,Reformation,0,0.4286,1,0.5217,False
3436,Reformation,1,0.5714,0,0.4773,False
3441,Reformation,1,0.5714,0,0.3577,False
3442,Reformation,1,0.5714,0,0.4141,False
3443,Reformation,1,0.5714,0,0.4278,False
3448,Reformation,1,0.5714,0,0.4771,False
3449,Reformation,1,0.5714,0,0.4435,False
3451,Reformation,1,0.7143,0,0.4797,False
3452,Reformation,1,0.7143,0,0.4963,False
3456,Reformation,1,0.5714,0,0.4981,False
3457,Reformation,1,0.8571,0,0.4987,False
3458,Reformation,1,0.8571,0,0.4522,False
3467,Reformation,0,0.1429,1,0.5188,False
3475,Reformation,1,0.5714,0,0.4557,False
3477,Reformation,1,0.5714,0,0.419,False
3478,Reformation,1,0.5714,0,0.4456,False
3482,L'Oreal,0,0.4286,1,0.5629,False
3493,L'Oreal,0,0.2857,1,0.5887,False
3501,L'Oreal,0,0.4286,1,0.5012,False
3502,L'Oreal,1,0.5714,0,0.4186,False
3516,Unilever,0,0.2857,1,0.503,False
3530,Unilever,1,0.5714,0,0.4344,False
3546,Unilever,1,0.5714,0,0.426,False
3562,Unilever,0,0.2857,1,0.527,False
3572,Unilever,1,0.5714,0,0.4845,False
3573,Unilever,1,0.5714,0,0.4535,False
3574,Unilever,1,0.5714,0,0.4653,False
3575,Unilever,1,0.7143,0,0.4818,False
3576,Unilever,0,0.4286,1,0.5316,False
3582,Unilever,0,0.4286,1,0.5012,False
3588,Unilever,1,0.5714,0,0.4586,False
3589,Unilever,0,0.2857,1,0.502,False
3590,Unilever,0,0.4286,1,0.5259,False
3592,Unilever,1,0.5714,0,0.4674,False
3593,Unilever,1,0.5714,0,0.4965,False
3596,Unilever,0,0.2857,1,0.5198,False
3599,Unilever,0,0.2857,1,0.5418,False
3603,Unilever,1,0.5714,0,0.4669,False
3604,Unilever,1,0.5714,0,0.4158,False
3606,Unilever,1,0.5714,0,0.4641,False
3609,Unilever,1,0.8571,0,0.4801,False
3611,Unilever,1,0.8571,0,0.4615,False
3612,Unilever,1,0.5714,0,0.4702,False
3616,Unilever,1,0.5714,0,0.4591,False
3619,Unilever,1,0.5714,0,0.4667,False
3626,Unilever,1,0.5714,0,0.4739,False
3627,Unilever,1,0.5714,0,0.4978,False
3635,Unilever,1,0.5714,0,0.3932,False
3636,Unilever,1,0.5714,0,0.494,False
3639,Unilever,1,0.8571,0,0.4705,False
3641,Unilever,1,0.5714,0,0.4817,False
3642,Unilever,1,0.5714,0,0.4386,False
3653,Unilever,1,0.7143,0,0.4839,False
3658,Unilever,0,0.4286,1,0.5058,False
3660,Unilever,1,0.7143,0,0.4483,False
3661,Unilever,0,0.2857,1,0.5027,False
3663,Unilever,1,0.7143,0,0.4997,False
3664,Unilever,1,0.5714,0,0.483,False
3666,Unilever,1,0.5714,0,0.4911,False
3667,Unilever,1,0.5714,0,0.4699,False
3668,Unilever,1,0.7143,0,0.4551,False
3669,Unilever,1,0.8571,0,0.4771,False
3670,Unilever,1,0.5714,0,0.4948,False
3673,Unilever,1,0.5714,0,0.4373,False
3674,Unilever,1,0.5714,0,0.4769,False
3675,Unilever,1,0.5714,0,0.4395,False
3678,Unilever,1,0.7143,0,0.4578,False
3679,Unilever,1,0.7143,0,0.4553,False
3689,Unilever,1,0.5714,0,0.4775,False
3697,Unilever,1,0.5714,0,0.4406,False
3698,Unilever,1,0.5714,0,0.4239,False
3710,Unilever,1,0.5714,0,0.4523,False
3711,Unilever,1,0.5714,0,0.4499,False
3718,Unilever,1,0.5714,0,0.4011,False
3719,Unilever,1,0.5714,0,0.4564,False
3733,Unilever,1,0.5714,0,0.4634,False
3734,Unilever,1,0.5714,0,0.3943,False
3735,Unilever,1,0.5714,0,0.4266,False
3748,Unilever,1,0.7143,0,0.4272,False
3758,Unilever,1,0.5714,0,0.4802,False
3759,Unilever,1,0.5714,0,0.4345,False
3760,Unilever,1,0.7143,0,0.443,False
3778,Unilever,1,0.5714,0,0.4642,False
3779,Unilever,1,0.5714,0,0.4923,False
3782,Unilever,1,0.5714,0,0.4451,False
3783,Unilever,1,0.5714,0,0.4906,False
3784,Unilever,1,0.5714,0,0.4883,False
3785,Unilever,0,0.4286,1,0.5053,False
3802,Unilever,0,0.4286,1,0.5326,False
3803,Unilever,1,0.5714,0,0.4818,False
3804,Unilever,1,0.5714,0,0.4927,False
3807,Unilever,1,0.5714,0,0.4639,False
3808,Unilever,1,0.5714,0,0.4596,False
3811,Unilever,1,0.5714,0,0.4426,False
3815,Unilever,1,0.5714,0,0.4849,False
3816,Unilever,0,0.4286,1,0.5592,False
3824,Unilever,0,0.2857,1,0.5319,False
3825,Unilever,1,0.5714,0,0.4915,False
3826,Unilever,1,0.5714,0,0.481,False
3828,Unilever,1,0.5714,0,0.4405,False
3850,Unilever,1,0.5714,0,0.4844,False
3851,Unilever,1,0.5714,0,0.4975,False
3852,Unilever,1,0.7143,0,0.4741,False
3853,Unilever,1,0.7143,0,0.4855,False
3856,Unilever,1,0.5714,0,0.4506,False
3859,Unilever,1,0.5714,0,0.4948,False
3860,Unilever,1,0.7143,0,0.474,False
3866,Unilever,1,0.5714,0,0.4344,False
3888,Unilever,1,0.5714,0,0.4656,False
3895,Unilever,1,0.5714,0,0.4635,False
3896,Unilever,1,0.5714,0,0.4451,False
3902,Unilever,1,0.7143,0,0.456,False
3905,Unilever,1,0.7143,0,0.44,False
3908,Unilever,0,0.4286,1,0.507,False
3917,Unilever,1,0.7143,0,0.4551,False
3921,Unilever,0,0.4286,1,0.5005,False
3924,Unilever,1,0.5714,0,0.4443,False
3931,Unilever,1,0.5714,0,0.4483,False
3934,Unilever,1,0.8571,0,0.4957,False
3936,Unilever,1,1.0,0,0.4841,False
3941,Unilever,1,0.7143,0,0.4068,False
3945,Unilever,1,0.5714,0,0.4381,False
3967,Unilever,1,0.5714,0,0.4726,False
3974,Unilever,0,0.2857,1,0.5062,False
3983,Unilever,0,0.2857,1,0.5241,False
3986,Unilever,0,0.4286,1,0.5027,False
3996,Sephora,0,0.2857,1,0.5231,False
3997,Sephora,0,0.2857,1,0.5599,False
3998,Sephora,0,0.2857,1,0.5249,False
3999,Sephora,0,0.2857,1,0.5031,False
4001,Sephora,0,0.2857,1,0.5273,False
4003,Sephora,0,0.2857,1,0.5101,False
4006,Sephora,0,0.2857,1,0.5145,False
4007,Sephora,0,0.2857,1,0.5302,False
4008,Sephora,0,0.4286,1,0.563,False
4009,Sephora,0,0.2857,1,0.5251,False
4011,Sephora,0,0.2857,1,0.5159,False
4012,Sephora,0,0.2857,1,0.5229,False
4014,Sephora,1,0.5714,0,0.4587,False
4015,Sephora,0,0.2857,1,0.5157,False
4016,Sephora,0,0.4286,1,0.5786,False
4017,Sephora,0,0.4286,1,0.5468,False
4019,Sephora,0,0.4286,1,0.5975,False
4020,Sephora,0,0.2857,1,0.6004,False
4021,Sephora,0,0.1429,1,0.6179,False
4022,Sephora,0,0.2857,1,0.5142,False
4025,Sephora,0,0.4286,1,0.5113,False
4029,Sephora,0,0.2857,1,0.505,False
4030,Sephora,0,0.2857,1,0.5265,False
4038,Sephora,0,0.2857,1,0.5037,False
4040,Sephora,0,0.4286,1,0.5037,False
4041,Sephora,0,0.4286,1,0.5008,False
4043,Sephora,0,0.2857,1,0.5401,False
4046,Sephora,0,0.2857,1,0.5248,False
4047,Sephora,0,0.2857,1,0.5028,False
4048,Sephora,0,0.4286,1,0.568,False
4051,Sephora,0,0.2857,1,0.5627,False
4052,Sephora,0,0.4286,1,0.5051,False
4053,Sephora,0,0.4286,1,0.53,False
4054,Sephora,1,0.5714,0,0.4953,False
4070,Sephora,0,0.2857,1,0.5542,False
