passage_id,brand,scope,knn_prob,tfidf_prob,flagged_text,neighbor_rank,neighbor_label,neighbor_dist,neighbor_brand,neighbor_text
3098,Patagonia,supply_chain,1.0,0.4646,"Brands keep talking about the need for this, but continue to fluctuate their orders with suppliers and press on price, and then complain when suppliers are not making progress. We’re testing a way for a brand to funnel money directly into a supplier’s hands, completely separate from their business order. The future state is a marketplace where brands can easily transact in exchange for emission reductions within an apparel supply chain.” It’s a start, but there are still many challenges to overc",1,greenwash-risk,0.4575,Sephora,"Other key emission hotspots include inbound and outbound transportation flows and the impact of capital-goods investments, such as stores opening and renovations. We are committed to achieving the best possible outcomes in each strategic pillar, believing that shared responsibility for positive acti"
3098,Patagonia,supply_chain,1.0,0.4646,"Brands keep talking about the need for this, but continue to fluctuate their orders with suppliers and press on price, and then complain when suppliers are not making progress. We’re testing a way for a brand to funnel money directly into a supplier’s hands, completely separate from their business order. The future state is a marketplace where brands can easily transact in exchange for emission reductions within an apparel supply chain.” It’s a start, but there are still many challenges to overc",2,greenwash-risk,0.4665,Ralph Lauren,"16 2025 GLOBAL CITIZENSHIP & & GC&S SUPPLEMENT Climate Increasing climate change risks require a collective effort to make significant reductions to global greenhouse gas (GHG) emissions so we can protect and preserve our planet. To support our decarbonization roadmap and targets, we have defined ke"
3098,Patagonia,supply_chain,1.0,0.4646,"Brands keep talking about the need for this, but continue to fluctuate their orders with suppliers and press on price, and then complain when suppliers are not making progress. We’re testing a way for a brand to funnel money directly into a supplier’s hands, completely separate from their business order. The future state is a marketplace where brands can easily transact in exchange for emission reductions within an apparel supply chain.” It’s a start, but there are still many challenges to overc",3,greenwash-risk,0.4709,Shein,"54 2024 SUSTAINABILITY AND : Our Climate Decarbonise Source Protect Collective Risks and Our Value Responsible Nature and Resilience Impact Chain Materials Biodiversity Decarbonise Our Value Chain Our Decarbonisation Journey Ahead As we look towards our net-zero target, we recognise the need not onl"
3158,Patagonia,unclear,1.0,0.4662,"And that our grantees are at the heart of our grantmaking strategy. We create a continuous feedback loop, asking them how we can better support and respond to their needs in constantly changing political, social and environmental contexts. For nearly 40 years, we’ve been committed to keeping Big Oil and gas out of Alaska’s Arctic National Wildlife Refuge. Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take actio",1,greenwash-risk,0.4961,L'Oreal,"As the world’s largest beauty company, L’Oréal has a responsibility to drive real, meaningful change. Our actions are anchored in the latest environmental science and underpinned by a desire for constant improvement. Supporting communities through the L’Oréal Climate Emergency Fund In 2025, the L’Or"
3158,Patagonia,unclear,1.0,0.4662,"And that our grantees are at the heart of our grantmaking strategy. We create a continuous feedback loop, asking them how we can better support and respond to their needs in constantly changing political, social and environmental contexts. For nearly 40 years, we’ve been committed to keeping Big Oil and gas out of Alaska’s Arctic National Wildlife Refuge. Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take actio",2,greenwash-risk,0.5043,L'Oreal,"Social and environmental highlights 2025 progress towards our goals From addressing the impacts of climate change and safeguarding natural resources, to championing circularity and building community resilience, L’Oréal’s actions are anchored in the latest environmental science and underpinned by a "
3158,Patagonia,unclear,1.0,0.4662,"And that our grantees are at the heart of our grantmaking strategy. We create a continuous feedback loop, asking them how we can better support and respond to their needs in constantly changing political, social and environmental contexts. For nearly 40 years, we’ve been committed to keeping Big Oil and gas out of Alaska’s Arctic National Wildlife Refuge. Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take actio",3,greenwash-risk,0.5088,Shein,"In our communications with stakeholders, we strive to make appropriate accommodations to ensure that differences in context, culture, and language are accounted for. By actively listening to our stakeholders, incorporating their perspectives into our decision-making processes, and collaborating on s"
3159,Patagonia,unclear,1.0,0.4944,"Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take action no matter how a new politician or policy threatens this important ecosystem. Politics matter We support organizations that push for greater environmental protections and force the government to abide by its own laws, like League of Conservation Voters, Mi Familia Vota, Dirtroad Organizing, and State Voices. These groups organize at the local level, helpi",1,greenwash-risk,0.4527,Patagonia,"If supporting grassroots activists taught us anything, however, it is that when enough individuals come together, it is possible to take on a system. To get there, businesses must exist to do more than provide a good service or make a quality product, and they definitely need to exist to do more tha"
3159,Patagonia,unclear,1.0,0.4944,"Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take action no matter how a new politician or policy threatens this important ecosystem. Politics matter We support organizations that push for greater environmental protections and force the government to abide by its own laws, like League of Conservation Voters, Mi Familia Vota, Dirtroad Organizing, and State Voices. These groups organize at the local level, helpi",2,greenwash-risk,0.4857,Shein,"In our communications with stakeholders, we strive to make appropriate accommodations to ensure that differences in context, culture, and language are accounted for. By actively listening to our stakeholders, incorporating their perspectives into our decision-making processes, and collaborating on s"
3159,Patagonia,unclear,1.0,0.4944,"Relationships with groups like Alaska Wilderness League have been critical to that long-term approach, helping us stay involved and take action no matter how a new politician or policy threatens this important ecosystem. Politics matter We support organizations that push for greater environmental protections and force the government to abide by its own laws, like League of Conservation Voters, Mi Familia Vota, Dirtroad Organizing, and State Voices. These groups organize at the local level, helpi",3,greenwash-risk,0.5088,L'Oreal,"As the world’s largest beauty company, L’Oréal has a responsibility to drive real, meaningful change. Our actions are anchored in the latest environmental science and underpinned by a desire for constant improvement. Supporting communities through the L’Oréal Climate Emergency Fund In 2025, the L’Or"
3160,Patagonia,unclear,1.0,0.4862,"Go Grassroots Go where we know We primarily fund small grassroots organizations because their size allows them to be nimble, bold and deeply connected to local environmental issues. These groups often take direct action and tackle root causes, but they’re frequently overlooked by traditional funders. We see their potential to drive meaningful change from the ground up and intentionally support them to amplify their impact. We focus on places where we’ve built connections through outdoor recreati",1,greenwash-risk,0.3755,Patagonia,"If supporting grassroots activists taught us anything, however, it is that when enough individuals come together, it is possible to take on a system. To get there, businesses must exist to do more than provide a good service or make a quality product, and they definitely need to exist to do more tha"
3160,Patagonia,unclear,1.0,0.4862,"Go Grassroots Go where we know We primarily fund small grassroots organizations because their size allows them to be nimble, bold and deeply connected to local environmental issues. These groups often take direct action and tackle root causes, but they’re frequently overlooked by traditional funders. We see their potential to drive meaningful change from the ground up and intentionally support them to amplify their impact. We focus on places where we’ve built connections through outdoor recreati",2,greenwash-risk,0.4227,Shein,"In our communications with stakeholders, we strive to make appropriate accommodations to ensure that differences in context, culture, and language are accounted for. By actively listening to our stakeholders, incorporating their perspectives into our decision-making processes, and collaborating on s"
3160,Patagonia,unclear,1.0,0.4862,"Go Grassroots Go where we know We primarily fund small grassroots organizations because their size allows them to be nimble, bold and deeply connected to local environmental issues. These groups often take direct action and tackle root causes, but they’re frequently overlooked by traditional funders. We see their potential to drive meaningful change from the ground up and intentionally support them to amplify their impact. We focus on places where we’ve built connections through outdoor recreati",3,greenwash-risk,0.4995,Shein,"It allows us to identify and prioritise ESG issues that not only affect our own operations but also those of our stakeholders and broader society. To facilitate effective engagement with a broad spectrum of stakeholders across our value chain, we employed two principal modes of interaction. Surveys,"
3935,Unilever,supply_chain,1.0,0.5093,"Our goal is to ensure that suppliers representing 50% of our procurement spend sign the Living Wage Promise by 2026. - We are helping small businesses in our retail value chain grow. Our goal is to help 2.5 million SMEs in our retail value chain grow their business by 2026. We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International L",1,greenwash-risk,0.3744,Ralph Lauren,"We are committed to minimizing downstream impacts where possible and advancing circularity. More information can be found in our Resource Use & Circularity section of this report. Outbound Wholesale and Licensed Product Use Repair, Returns Transportation Retail Operations Phase and End-of-Life 10 Th"
3935,Unilever,supply_chain,1.0,0.5093,"Our goal is to ensure that suppliers representing 50% of our procurement spend sign the Living Wage Promise by 2026. - We are helping small businesses in our retail value chain grow. Our goal is to help 2.5 million SMEs in our retail value chain grow their business by 2026. We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International L",2,greenwash-risk,0.3884,Shein,58 2024 SUSTAINABILITY AND : Our Climate Decarbonise Source Protect Collective Risks and Our Value Responsible Nature and Resilience Impact Chain Materials Biodiversity Source Responsible Materials Understanding Our Material Impacts Understanding our impacts is essential for driving positive change.
3935,Unilever,supply_chain,1.0,0.5093,"Our goal is to ensure that suppliers representing 50% of our procurement spend sign the Living Wage Promise by 2026. - We are helping small businesses in our retail value chain grow. Our goal is to help 2.5 million SMEs in our retail value chain grow their business by 2026. We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International L",3,greenwash-risk,0.4069,Ralph Lauren,"We can be stewards of the natural world for generations to come and operate an enduring business by embracing practices that lighten our footprint and protect biodiversity. This not only includes creating products more thoughtfully, but it extends to how we operate our business: transitioning to ren"
3936,Unilever,supply_chain,1.0,0.4841,"We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International Labour Organization (ILO) and the World Business Council for Sustainable Development (WBCSD). Targets relating to sustainable sourcing and regenerative agriculture practices in our value chain are detailed in our Biodiversity and Ecosystem disclosures on page 241. - Supportin",1,greenwash-risk,0.4266,Shein,58 2024 SUSTAINABILITY AND : Our Climate Decarbonise Source Protect Collective Risks and Our Value Responsible Nature and Resilience Impact Chain Materials Biodiversity Source Responsible Materials Understanding Our Material Impacts Understanding our impacts is essential for driving positive change.
3936,Unilever,supply_chain,1.0,0.4841,"We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International Labour Organization (ILO) and the World Business Council for Sustainable Development (WBCSD). Targets relating to sustainable sourcing and regenerative agriculture practices in our value chain are detailed in our Biodiversity and Ecosystem disclosures on page 241. - Supportin",2,greenwash-risk,0.4545,Ralph Lauren,"We are committed to minimizing downstream impacts where possible and advancing circularity. More information can be found in our Resource Use & Circularity section of this report. Outbound Wholesale and Licensed Product Use Repair, Returns Transportation Retail Operations Phase and End-of-Life 10 Th"
3936,Unilever,supply_chain,1.0,0.4841,"We have engaged in a number of forums and initiatives that provide insight and expertise from the perspective of people in our value chain to help develop these targets, including extensive engagement with the International Labour Organization (ILO) and the World Business Council for Sustainable Development (WBCSD). Targets relating to sustainable sourcing and regenerative agriculture practices in our value chain are detailed in our Biodiversity and Ecosystem disclosures on page 241. - Supportin",3,greenwash-risk,0.4728,Shein,"54 2024 SUSTAINABILITY AND : Our Climate Decarbonise Source Protect Collective Risks and Our Value Responsible Nature and Resilience Impact Chain Materials Biodiversity Decarbonise Our Value Chain Our Decarbonisation Journey Ahead As we look towards our net-zero target, we recognise the need not onl"
4243,L'Occitane,supply_chain,1.0,0.4963,"Industry associations and coalitions Infuence and transform business ecosystem and value chain towards more sustainable practices. We also closely monitor regulatory evolutions. Visibility, knowledge, best practices, business opportunities. Meetings, conferences, calls, advocacy, membership, workshops. Regenerative agriculture and Biodiversity (OP2B), Plastic (EMF), Climate (B Corp™Climate), Regulation (IIVS, ...), Procurement, and Women leadership and network.",1,greenwash-risk,0.4152,Ralph Lauren,"We can be stewards of the natural world for generations to come and operate an enduring business by embracing practices that lighten our footprint and protect biodiversity. This not only includes creating products more thoughtfully, but it extends to how we operate our business: transitioning to ren"
4243,L'Occitane,supply_chain,1.0,0.4963,"Industry associations and coalitions Infuence and transform business ecosystem and value chain towards more sustainable practices. We also closely monitor regulatory evolutions. Visibility, knowledge, best practices, business opportunities. Meetings, conferences, calls, advocacy, membership, workshops. Regenerative agriculture and Biodiversity (OP2B), Plastic (EMF), Climate (B Corp™Climate), Regulation (IIVS, ...), Procurement, and Women leadership and network.",2,greenwash-risk,0.4293,Shein,"54 2024 SUSTAINABILITY AND : Our Climate Decarbonise Source Protect Collective Risks and Our Value Responsible Nature and Resilience Impact Chain Materials Biodiversity Decarbonise Our Value Chain Our Decarbonisation Journey Ahead As we look towards our net-zero target, we recognise the need not onl"
4243,L'Occitane,supply_chain,1.0,0.4963,"Industry associations and coalitions Infuence and transform business ecosystem and value chain towards more sustainable practices. We also closely monitor regulatory evolutions. Visibility, knowledge, best practices, business opportunities. Meetings, conferences, calls, advocacy, membership, workshops. Regenerative agriculture and Biodiversity (OP2B), Plastic (EMF), Climate (B Corp™Climate), Regulation (IIVS, ...), Procurement, and Women leadership and network.",3,greenwash-risk,0.436,Shein,"In our communications with stakeholders, we strive to make appropriate accommodations to ensure that differences in context, culture, and language are accounted for. By actively listening to our stakeholders, incorporating their perspectives into our decision-making processes, and collaborating on s"
4290,L'Occitane,mixed,1.0,0.5391,"In parallel, the Group’s brands are minimising the environmental impact of packaging by reducing weight, increasing recycled content, and promoting reusable and refillable formats. The Group is also targeting downstream emissions related to product use, particularly energy and water consumption. In logistics, a green supply chain policy has been introduced to reduce emissions from goods transportation and employee commuting. Additionally, the Group is expanding circular solutions and strengtheni",1,greenwash-risk,0.3423,Zara,"In this regard, we develop initiatives to minimise the impact of the facilities of our supply chain as part of the Supply Chain Environmental Transformation Plan 2024-2027. In addition, we work continuously on innovation in materials and processes to reduce their impact on the environment and people"
4290,L'Occitane,mixed,1.0,0.5391,"In parallel, the Group’s brands are minimising the environmental impact of packaging by reducing weight, increasing recycled content, and promoting reusable and refillable formats. The Group is also targeting downstream emissions related to product use, particularly energy and water consumption. In logistics, a green supply chain policy has been introduced to reduce emissions from goods transportation and employee commuting. Additionally, the Group is expanding circular solutions and strengtheni",2,greenwash-risk,0.3877,Ralph Lauren,"We are committed to minimizing downstream impacts where possible and advancing circularity. More information can be found in our Resource Use & Circularity section of this report. Outbound Wholesale and Licensed Product Use Repair, Returns Transportation Retail Operations Phase and End-of-Life 10 Th"
4290,L'Occitane,mixed,1.0,0.5391,"In parallel, the Group’s brands are minimising the environmental impact of packaging by reducing weight, increasing recycled content, and promoting reusable and refillable formats. The Group is also targeting downstream emissions related to product use, particularly energy and water consumption. In logistics, a green supply chain policy has been introduced to reduce emissions from goods transportation and employee commuting. Additionally, the Group is expanding circular solutions and strengtheni",3,greenwash-risk,0.4027,Ralph Lauren,"16 2025 GLOBAL CITIZENSHIP & & GC&S SUPPLEMENT Climate Increasing climate change risks require a collective effort to make significant reductions to global greenhouse gas (GHG) emissions so we can protect and preserve our planet. To support our decarbonization roadmap and targets, we have defined ke"
4297,L'Occitane,supply_chain,1.0,0.5263,"Across the supply chain, several initiatives have been implemented to enhance circularity, including the introduction of reusable pallet covers that allow for double stacking of shipments to affiliates, significantly optimising space utilisation. This improvement has also led to a reduction in the number of containers required for long-distance transport, which has significantly lowered emissions. In addition, some affiliates are transitioning from single-use cardboard boxes to durable plastic c",1,greenwash-risk,0.4399,Ralph Lauren,"16 2025 GLOBAL CITIZENSHIP & & GC&S SUPPLEMENT Climate Increasing climate change risks require a collective effort to make significant reductions to global greenhouse gas (GHG) emissions so we can protect and preserve our planet. To support our decarbonization roadmap and targets, we have defined ke"
4297,L'Occitane,supply_chain,1.0,0.5263,"Across the supply chain, several initiatives have been implemented to enhance circularity, including the introduction of reusable pallet covers that allow for double stacking of shipments to affiliates, significantly optimising space utilisation. This improvement has also led to a reduction in the number of containers required for long-distance transport, which has significantly lowered emissions. In addition, some affiliates are transitioning from single-use cardboard boxes to durable plastic c",2,greenwash-risk,0.4416,Sephora,"Other key emission hotspots include inbound and outbound transportation flows and the impact of capital-goods investments, such as stores opening and renovations. We are committed to achieving the best possible outcomes in each strategic pillar, believing that shared responsibility for positive acti"
4297,L'Occitane,supply_chain,1.0,0.5263,"Across the supply chain, several initiatives have been implemented to enhance circularity, including the introduction of reusable pallet covers that allow for double stacking of shipments to affiliates, significantly optimising space utilisation. This improvement has also led to a reduction in the number of containers required for long-distance transport, which has significantly lowered emissions. In addition, some affiliates are transitioning from single-use cardboard boxes to durable plastic c",3,greenwash-risk,0.4497,Ralph Lauren,"We can be stewards of the natural world for generations to come and operate an enduring business by embracing practices that lighten our footprint and protect biodiversity. This not only includes creating products more thoughtfully, but it extends to how we operate our business: transitioning to ren"
